bowler,innings,wickets,runs,balls,lbw,bowled,3_w_b,4_w_b,5_w_b,maiden_overs,wicket_point,eco,eco<5,eco(5-5.99),eco(6-7),eco(10-11),eco(11.01-12),eco>12,maiden_point,POINTS
A Shrubsole,2,0,58,42,0,0,0,0,0,2,0,8.285714285714285,0,0,0,0,0,0,24,12.0
PD Collingwood,4,2,81,42,0,0,0,0,0,0,50,11.571428571428571,0,0,0,0,-4,0,0,11.5
Sadia Yousuf,2,1,66,36,0,0,0,0,0,0,25,11.0,0,0,0,-2,0,0,0,11.5
SA Abbott,2,1,66,36,0,0,0,0,0,0,25,11.0,0,0,0,-2,0,0,0,11.5
CA Henry,2,1,41,24,0,0,0,0,0,0,25,10.25,0,0,0,-2,0,0,0,11.5
GJ Maxwell,18,8,355,222,0,2,0,0,0,0,200,9.594594594594595,0,0,0,0,0,0,0,11.222222222222221
MP Stoinis,9,4,208,110,0,0,0,0,0,0,100,11.345454545454546,0,0,0,0,-4,0,0,10.666666666666666
SC Kuggeleijn,2,1,71,36,0,0,0,0,0,0,25,11.833333333333334,0,0,0,0,-4,0,0,10.5
DJM Short,2,1,48,24,0,0,0,0,0,0,25,12.0,0,0,0,0,-4,0,0,10.5
Sohail Tanvir,5,2,150,108,0,2,0,0,0,0,50,8.333333333333332,0,0,0,0,0,0,0,10.4
Shahadat Hossain,2,1,98,48,0,1,0,0,0,0,25,12.25,0,0,0,0,0,-6,0,10.0
Mohammed Siraj,2,1,97,48,0,0,0,0,0,0,25,12.125,0,0,0,0,0,-6,0,9.5
Mohammad Sami,2,1,107,48,0,0,0,0,0,0,25,13.375,0,0,0,0,0,-6,0,9.5
AE Satterthwaite,2,1,49,24,0,0,0,0,0,0,25,12.25,0,0,0,0,0,-6,0,9.5
SK Raina,5,2,115,60,0,1,0,0,0,0,50,11.5,0,0,0,0,-4,0,0,9.4
LA Dawson,3,1,60,54,0,1,0,0,0,0,25,6.666666666666667,0,0,2,0,0,0,0,9.333333333333334
Soumya Sarkar,5,2,96,51,0,0,0,0,0,0,50,11.294117647058822,0,0,0,0,-4,0,0,9.2
DJ Hooda,3,1,31,30,0,0,0,0,0,0,25,6.200000000000001,0,0,2,0,0,0,0,9.0
Mashrafe Mortaza,8,3,347,181,0,1,0,0,0,0,75,11.502762430939228,0,0,0,0,-4,0,0,9.0
LS Livingstone,5,2,135,60,0,0,0,0,0,0,50,13.5,0,0,0,0,0,-6,0,8.8
KDU Prabodhani,3,1,105,72,1,0,0,0,0,0,25,8.75,0,0,0,0,0,0,0,8.666666666666666
S Badree,12,4,360,264,1,3,0,0,0,0,100,8.181818181818182,0,0,0,0,0,0,0,8.666666666666666
S Dube,3,1,69,42,0,0,0,0,0,0,25,9.857142857142858,0,0,0,0,0,0,0,8.333333333333334
AK Markram,3,1,32,24,0,0,0,0,0,0,25,8.0,0,0,0,0,0,0,0,8.333333333333334
JP Behrendorff,3,1,87,54,0,0,0,0,0,0,25,9.666666666666668,0,0,0,0,0,0,0,8.333333333333334
SR Clark,3,1,98,72,0,0,0,0,0,0,25,8.166666666666668,0,0,0,0,0,0,0,8.333333333333334
L Gregory,3,1,88,54,0,0,0,0,0,0,25,9.777777777777777,0,0,0,0,0,0,0,8.333333333333334
ASS Fletcher,3,1,56,40,0,0,0,0,0,0,25,8.399999999999999,0,0,0,0,0,0,0,8.333333333333334
DT Christian,6,2,135,72,0,1,0,0,0,0,50,11.25,0,0,0,0,-4,0,0,7.833333333333333
C Green,3,1,98,54,0,0,0,0,0,0,25,10.88888888888889,0,0,0,-2,0,0,0,7.666666666666667
A Dananjaya,5,1,179,112,0,0,0,0,0,1,25,9.589285714285715,0,0,0,0,0,0,12,7.4
TT Bresnan,7,2,238,132,0,1,0,0,0,0,50,10.818181818181818,0,0,0,-2,0,0,0,7.0
V Kohli,3,1,54,28,0,0,0,0,0,0,25,11.571428571428571,0,0,0,0,-4,0,0,7.0
DM de Silva,4,1,48,30,0,1,0,0,0,0,25,9.600000000000001,0,0,0,0,0,0,0,6.5
AR Nurse,4,1,128,78,0,0,0,0,0,0,25,9.846153846153847,0,0,0,0,0,0,0,6.25
RM Farrell,1,0,11,18,0,0,0,0,0,0,0,3.666666666666667,6,0,0,0,0,0,0,6.0
Karim Sadiq,1,0,9,12,0,0,0,0,0,0,0,4.5,6,0,0,0,0,0,0,6.0
SACA King,1,0,14,18,0,0,0,0,0,0,0,4.666666666666667,6,0,0,0,0,0,0,6.0
MJ Clarke,4,1,51,30,0,0,0,0,0,0,25,10.2,0,0,0,-2,0,0,0,5.75
JH Kallis,4,1,95,54,0,0,0,0,0,0,25,10.555555555555555,0,0,0,-2,0,0,0,5.75
Mohammad Nabi,4,1,122,72,0,0,0,0,0,0,25,10.166666666666666,0,0,0,-2,0,0,0,5.75
MN Samuels,9,2,228,135,0,1,0,0,0,0,50,10.133333333333333,0,0,0,-2,0,0,0,5.444444444444445
AC Kerr,3,0,62,66,0,0,0,0,0,1,0,5.636363636363637,0,4,0,0,0,0,12,5.333333333333333
J Botha,5,1,140,90,0,0,0,0,0,0,25,9.333333333333334,0,0,0,0,0,0,0,5.0
CAK Rajitha,4,1,177,84,0,1,0,0,0,0,25,12.642857142857142,0,0,0,0,0,-6,0,5.0
GB Hogg,5,1,142,90,0,0,0,0,0,0,25,9.466666666666667,0,0,0,0,0,0,0,5.0
KH Pandya,5,1,187,120,0,0,0,0,0,0,25,9.35,0,0,0,0,0,0,0,5.0
TM Dilshan,5,1,83,48,0,1,0,0,0,0,25,10.375,0,0,0,-2,0,0,0,4.8
Syed Rasel,1,0,23,24,0,0,0,0,0,0,0,5.75,0,4,0,0,0,0,0,4.0
C Munro,7,1,100,66,0,0,0,0,0,0,25,9.09090909090909,0,0,0,0,0,0,0,3.5714285714285716
RS Bopara,6,1,144,78,0,0,0,0,0,0,25,11.076923076923077,0,0,0,0,-4,0,0,3.5
LS Baker,1,0,14,12,0,0,0,0,0,0,0,7.0,0,0,2,0,0,0,0,2.0
A Wellington,2,0,17,18,0,0,0,0,0,0,0,5.666666666666666,0,4,0,0,0,0,0,2.0
DN Wyatt,2,0,19,18,0,0,0,0,0,0,0,6.333333333333334,0,0,2,0,0,0,0,1.0
GD Phillips,1,0,5,6,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0.0
Samiullah Shenwari,2,0,55,42,0,0,0,0,0,0,0,7.857142857142858,0,0,0,0,0,0,0,0.0
Rashid Khan,3,0,120,72,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0.0
G Wijekoon,1,0,39,24,0,0,0,0,0,0,0,9.75,0,0,0,0,0,0,0,0.0
GF Linde,3,0,95,66,0,0,0,0,0,0,0,8.636363636363637,0,0,0,0,0,0,0,0.0
Iftikhar Anjum,1,0,33,24,0,0,0,0,0,0,0,8.25,0,0,0,0,0,0,0,0.0
Iftikhar Ahmed,3,0,80,48,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0.0
Hamid Hassan,1,0,34,24,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0.0
H Kaur,2,0,27,18,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0.0
GJP Kruger,1,0,29,24,0,0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0.0
Diana Baig,1,0,30,24,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0.0
G Motie,1,0,29,24,0,0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0.0
Fahima Khatun,1,0,23,18,0,0,0,0,0,0,0,7.666666666666666,0,0,0,0,0,0,0,0.0
EA Osborne,1,0,18,18,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0.0
EA Burns,1,0,20,24,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0.0
JT Smuts,3,0,44,36,0,0,0,0,0,0,0,7.333333333333334,0,0,0,0,0,0,0,0.0
D van Niekerk,2,0,77,48,0,0,0,0,0,0,0,9.625,0,0,0,0,0,0,0,0.0
D Bishoo,2,0,28,18,0,0,0,0,0,0,0,9.333333333333334,0,0,0,0,0,0,0,0.0
BC Fortuin,2,0,29,18,0,0,0,0,0,0,0,9.666666666666668,0,0,0,0,0,0,0,0.0
Azmatullah Omarzai,1,0,8,6,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0.0
Aiman Anwer,1,0,25,18,0,0,0,0,0,0,0,8.333333333333332,0,0,0,0,0,0,0,0.0
AR Adams,1,0,40,24,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0.0
AJ Turner,1,0,15,12,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0.0
AB Agarkar,1,0,40,24,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0.0
JM Kerr,1,0,20,12,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0.0
Rumana Ahmed,1,0,30,24,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0.0
Mujeeb Ur Rahman,1,0,29,24,0,0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0.0
RMS Eranga,1,0,37,24,0,0,0,0,0,0,0,9.25,0,0,0,0,0,0,0,0.0
MS Chapman,1,0,9,6,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0.0
SB Styris,4,0,68,48,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0.0
MM Sharma,1,0,40,24,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0.0
P Jayawickrama,2,0,34,24,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0.0
P Kumar,2,0,25,18,0,0,0,0,0,0,0,8.333333333333332,0,0,0,0,0,0,0,0.0
LJ Woodcock,1,0,20,24,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0.0
PHKD Mendis,1,0,27,18,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0.0
SNJ O'Keefe,1,0,18,18,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0.0
KR Mayers,3,0,35,24,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0.0
Nahida Akter,1,0,26,18,0,0,0,0,0,0,0,8.666666666666666,0,0,0,0,0,0,0,0.0
Jahanara Alam,1,0,40,24,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0.0
RS Gayakwad,1,0,29,24,0,0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0.0
Shafiul Islam,3,0,93,54,0,0,0,0,0,0,0,10.333333333333334,0,0,0,-2,0,0,0,-0.6666666666666666
BMSM Kumari,3,0,112,66,0,0,0,0,0,0,0,10.181818181818182,0,0,0,-2,0,0,0,-0.6666666666666666
Sana Mir,3,0,123,72,0,0,0,0,0,0,0,10.25,0,0,0,-2,0,0,0,-0.6666666666666666
AA Patil,2,0,75,42,0,0,0,0,0,0,0,10.714285714285715,0,0,0,-2,0,0,0,-1.0
HM Rowe,2,0,43,24,0,0,0,0,0,0,0,10.75,0,0,0,-2,0,0,0,-1.0
DBL Powell,2,0,73,42,0,0,0,0,0,0,0,10.428571428571429,0,0,0,-2,0,0,0,-1.0
S Tyagi,1,0,21,12,0,0,0,0,0,0,0,10.5,0,0,0,-2,0,0,0,-2.0
JW Wilson,1,0,43,24,0,0,0,0,0,0,0,10.75,0,0,0,-2,0,0,0,-2.0
Z Mali,1,0,41,24,0,0,0,0,0,0,0,10.25,0,0,0,-2,0,0,0,-2.0
Anwar Ali,1,0,31,18,0,0,0,0,0,0,0,10.333333333333334,0,0,0,-2,0,0,0,-2.0
WGAKK Kulasuriya,2,0,72,36,0,0,0,0,0,0,0,12.0,0,0,0,0,-4,0,0,-2.0
J Lewis,1,0,31,18,0,0,0,0,0,0,0,10.333333333333334,0,0,0,-2,0,0,0,-2.0
AP Devcich,1,0,32,18,0,0,0,0,0,0,0,10.666666666666666,0,0,0,-2,0,0,0,-2.0
GC Smith,2,0,37,18,0,0,0,0,0,0,0,12.333333333333332,0,0,0,0,0,-6,0,-3.0
S Luus,2,0,45,18,0,0,0,0,0,0,0,15.0,0,0,0,0,0,-6,0,-3.0
R Ntozakhe,2,0,40,18,0,0,0,0,0,0,0,13.333333333333334,0,0,0,0,0,-6,0,-3.0
JL Ontong,2,0,49,18,0,0,0,0,0,0,0,16.333333333333336,0,0,0,0,0,-6,0,-3.0
SSB Magala,2,0,73,36,0,0,0,0,0,0,0,12.166666666666666,0,0,0,0,0,-6,0,-3.0
DAS Gunaratne,2,0,33,12,0,0,0,0,0,0,0,16.5,0,0,0,0,0,-6,0,-3.0
Bismah Maroof,1,0,36,18,0,0,0,0,0,0,0,12.0,0,0,0,0,-4,0,0,-4.0
RJ Nicol,1,0,24,12,0,0,0,0,0,0,0,12.0,0,0,0,0,-4,0,0,-4.0
Z Khan,1,0,45,24,0,0,0,0,0,0,0,11.25,0,0,0,0,-4,0,0,-4.0
JRMVB Sanjaya,1,0,34,18,0,0,0,0,0,0,0,11.333333333333332,0,0,0,0,-4,0,0,-4.0
Fakhar Zaman,1,0,12,6,0,0,0,0,0,0,0,12.0,0,0,0,0,-4,0,0,-4.0
JWM Dalrymple,1,0,12,6,0,0,0,0,0,0,0,12.0,0,0,0,0,-4,0,0,-4.0
Elias Sunny,1,0,36,18,0,0,0,0,0,0,0,12.0,0,0,0,0,-4,0,0,-4.0
M Methtananda,1,0,23,12,0,0,0,0,0,0,0,11.5,0,0,0,0,-4,0,0,-4.0
AJ Finch,1,0,18,6,0,0,0,0,0,0,0,18.0,0,0,0,0,0,-6,0,-6.0
PP Ojha,1,0,27,12,0,0,0,0,0,0,0,13.5,0,0,0,0,0,-6,0,-6.0
H Karunaratne,1,0,15,6,0,0,0,0,0,0,0,15.0,0,0,0,0,0,-6,0,-6.0
AN Davidson-Richards,1,0,17,6,0,0,0,0,0,0,0,17.0,0,0,0,0,0,-6,0,-6.0
AK Perera,1,0,17,6,0,0,0,0,0,0,0,17.0,0,0,0,0,0,-6,0,-6.0
KL George,1,0,26,12,0,0,0,0,0,0,0,13.0,0,0,0,0,0,-6,0,-6.0
NM Lyon,1,0,15,6,0,0,0,0,0,0,0,15.0,0,0,0,0,0,-6,0,-6.0
Sharafuddin Ashraf,1,0,25,12,0,0,0,0,0,0,0,12.5,0,0,0,0,0,-6,0,-6.0
KD Karthik,1,0,18,6,0,0,0,0,0,0,0,18.0,0,0,0,0,0,-6,0,-6.0
KADA Kanchana,1,0,47,12,0,0,0,0,0,0,0,23.5,0,0,0,0,0,-6,0,-6.0
K Weeraratne,1,0,43,18,0,0,0,0,0,0,0,14.333333333333332,0,0,0,0,0,-6,0,-6.0
J Theron,1,0,13,6,0,0,0,0,0,0,0,13.0,0,0,0,0,0,-6,0,-6.0
JD Wildermuth,1,0,16,6,0,0,0,0,0,0,0,16.0,0,0,0,0,0,-6,0,-6.0
WK Dilhari,1,0,14,6,0,0,0,0,0,0,0,14.0,0,0,0,0,0,-6,0,-6.0
L Wood,1,0,49,24,0,0,0,0,0,0,0,12.25,0,0,0,0,0,-6,0,-6.0
KTGD Prasad,1,0,37,18,0,0,0,0,0,0,0,12.333333333333332,0,0,0,0,0,-6,0,-6.0
N Deonarine,1,0,37,18,0,0,0,0,0,0,0,12.333333333333332,0,0,0,0,0,-6,0,-6.0
M Klaas,1,0,59,24,0,0,0,0,0,0,0,14.75,0,0,0,0,0,-6,0,-6.0
PC de Silva,1,0,16,6,0,0,0,0,0,0,0,16.0,0,0,0,0,0,-6,0,-6.0
V Sehwag,1,0,20,6,0,0,0,0,0,0,0,20.0,0,0,0,0,0,-6,0,-6.0
V Permaul,1,0,8,3,0,0,0,0,0,0,0,16.0,0,0,0,0,0,-6,0,-6.0
Fazalhaq Farooqi,1,0,51,24,0,0,0,0,0,0,0,12.75,0,0,0,0,0,-6,0,-6.0
T Stubbs,1,0,20,6,0,0,0,0,0,0,0,20.0,0,0,0,0,0,-6,0,-6.0
Naveen-ul-Haq,1,0,59,24,0,0,0,0,0,0,0,14.75,0,0,0,0,0,-6,0,-6.0
Nasir Hossain,1,0,16,6,0,0,0,0,0,0,0,16.0,0,0,0,0,0,-6,0,-6.0
SIP Fernando,1,0,29,12,0,0,0,0,0,0,0,14.5,0,0,0,0,0,-6,0,-6.0
Maham Tariq,1,0,37,18,0,0,0,0,0,0,0,12.333333333333332,0,0,0,0,0,-6,0,-6.0
STR Binny,1,0,32,6,0,0,0,0,0,0,0,32.0,0,0,0,0,0,-6,0,-6.0
Khadija Tul Kubra,1,0,29,12,0,0,0,0,0,0,0,14.5,0,0,0,0,0,-6,0,-6.0
