striker,innings,runs,balls,dismissals,fours,sixes,30s_point,50s_point,100s_point,sr,run_points,boundary_bonus,six_bonus,duck_bonus,sr>170,sr(150-170),sr(130-150),sr(60-70),sr(50-59.99),sr<50,POINTS
DA Miller,26,497,361,26,33,20,16,8,0,137.67313019390582,497,33,40,-52,0,0,2,0,0,0,20.923076923076923
Yuvraj Singh,11,201,160,11,13,11,16,0,0,125.62500000000001,201,13,22,-22,0,0,0,0,0,0,20.90909090909091
KA Pollard,18,317,218,18,17,22,16,16,0,145.41284403669727,317,17,44,-36,0,0,2,0,0,0,20.88888888888889
Mushfiqur Rahim,15,282,238,15,23,7,8,16,0,118.4873949579832,282,23,14,-30,0,0,0,0,0,0,20.866666666666667
S Chanderpaul,4,77,71,4,6,2,4,0,0,108.45070422535213,77,6,4,-8,0,0,0,0,0,0,20.75
TC Bruce,3,53,52,3,3,0,4,8,0,101.92307692307692,53,3,0,-6,0,0,0,0,0,0,20.666666666666668
SS Iyer,11,202,174,11,11,10,8,8,0,116.0919540229885,202,11,20,-22,0,0,0,0,0,0,20.636363636363637
DM Bravo,2,37,27,2,2,2,0,0,0,137.03703703703704,37,2,4,-4,0,0,2,0,0,0,20.5
SPD Smith,9,167,123,9,13,6,8,0,0,135.77235772357724,167,13,12,-18,0,0,2,0,0,0,20.444444444444443
S Dube,5,83,60,5,6,4,4,8,0,138.33333333333334,83,6,8,-10,0,0,2,0,0,0,20.2
Usman Qadir,1,18,6,1,2,1,0,0,0,300.0,18,2,2,-2,6,0,0,0,0,-6,20.0
AC Gilchrist,3,51,31,3,11,0,0,0,0,164.51612903225808,51,11,0,-6,0,4,0,0,0,0,20.0
PC de Silva,1,21,20,1,1,0,0,0,0,105.0,21,1,0,-2,0,0,0,0,0,0,20.0
L Goodall,2,37,33,2,3,0,4,0,0,112.12121212121211,37,3,0,-4,0,0,0,0,0,0,20.0
JM Watkin,1,18,15,1,2,1,0,0,0,120.0,18,2,2,-2,0,0,0,0,0,0,20.0
DJ Mitchell,9,154,110,9,11,7,8,8,0,140.0,154,11,14,-18,0,0,2,0,0,0,19.88888888888889
JR Hopes,2,35,30,2,4,0,4,0,0,116.66666666666667,35,4,0,-4,0,0,0,0,0,0,19.5
F Behardien,8,139,89,8,11,5,8,0,0,156.17977528089887,139,11,10,-16,0,4,0,0,0,0,19.5
MD Shanaka,20,333,251,20,26,17,16,16,0,132.66932270916334,333,26,34,-40,0,0,2,0,0,0,19.35
PD Collingwood,6,106,81,6,6,5,4,0,0,130.8641975308642,106,6,10,-12,0,0,2,0,0,0,19.333333333333332
Anwar Ali,3,49,22,3,3,4,4,0,0,222.72727272727272,49,3,8,-6,6,0,0,0,0,-6,19.333333333333332
NLTC Perera,16,284,182,16,19,13,8,0,0,156.04395604395606,284,19,26,-32,0,4,0,0,0,0,19.3125
AE Satterthwaite,5,88,70,5,10,0,8,0,0,125.71428571428571,88,10,0,-10,0,0,0,0,0,0,19.2
MS Dhoni,18,324,252,18,18,13,12,0,0,128.57142857142858,324,18,26,-36,0,0,0,0,0,0,19.11111111111111
C Munro,15,241,169,15,23,13,8,16,0,142.60355029585799,241,23,26,-30,0,0,2,0,0,0,19.066666666666666
HK Matthews,5,81,74,5,12,0,4,8,0,109.45945945945945,81,12,0,-10,0,0,0,0,0,0,19.0
Umaima Sohail,2,36,27,2,4,0,0,0,0,133.33333333333331,36,4,0,-4,0,0,2,0,0,0,19.0
Shan Masood,4,71,64,4,7,1,4,0,0,110.9375,71,7,2,-8,0,0,0,0,0,0,19.0
Fakhar Zaman,8,131,105,8,11,5,8,8,0,124.76190476190476,131,11,10,-16,0,0,0,0,0,0,19.0
BOP Fernando,1,19,27,1,0,1,0,0,0,70.37037037037037,19,0,2,-2,0,0,0,0,0,0,19.0
IK Pathan,4,64,41,4,5,3,4,0,0,156.09756097560975,64,5,6,-8,0,4,0,0,0,0,18.75
T Banton,4,67,50,4,8,3,0,0,0,134.0,67,8,6,-8,0,0,2,0,0,0,18.75
GJ Bailey,4,72,65,4,5,1,4,0,0,110.76923076923077,72,5,2,-8,0,0,0,0,0,0,18.75
RR Pant,12,208,175,12,20,6,8,0,0,118.85714285714286,208,20,12,-24,0,0,0,0,0,0,18.666666666666668
A Bosch,3,52,55,3,6,0,4,0,0,94.54545454545455,52,6,0,-6,0,0,0,0,0,0,18.666666666666668
DJ Bravo,16,260,184,16,13,15,16,8,0,141.30434782608697,260,13,30,-32,0,0,2,0,0,0,18.5625
WU Tharanga,10,169,136,10,16,6,8,0,0,124.26470588235294,169,16,12,-20,0,0,0,0,0,0,18.5
TT Bresnan,5,84,64,5,8,2,4,0,0,131.25,84,8,4,-10,0,0,2,0,0,0,18.4
Imrul Kayes,3,50,51,3,5,1,4,0,0,98.0392156862745,50,5,2,-6,0,0,0,0,0,0,18.333333333333332
MD Gunathilaka,9,139,103,9,14,6,8,8,0,134.95145631067962,139,14,12,-18,0,0,2,0,0,0,18.333333333333332
BJ Haddin,6,96,59,6,8,4,4,0,0,162.71186440677968,96,8,8,-12,0,4,0,0,0,0,18.0
GO Jones,2,33,25,2,5,0,0,0,0,132.0,33,5,0,-4,0,0,2,0,0,0,18.0
Harbhajan Singh,2,35,32,2,3,1,0,0,0,109.375,35,3,2,-4,0,0,0,0,0,0,18.0
CP Jack,1,18,21,1,0,1,0,0,0,85.71428571428571,18,0,2,-2,0,0,0,0,0,0,18.0
V Shankar,1,17,19,1,3,0,0,0,0,89.47368421052632,17,3,0,-2,0,0,0,0,0,0,18.0
Ahmed Shehzad,9,149,139,9,13,4,8,0,0,107.19424460431655,149,13,8,-18,0,0,0,0,0,0,17.77777777777778
BMAJ Mendis,3,51,46,3,6,1,0,0,0,110.86956521739131,51,6,2,-6,0,0,0,0,0,0,17.666666666666668
SJ Taylor,6,94,63,6,14,0,8,0,0,149.20634920634922,94,14,0,-12,0,0,2,0,0,0,17.666666666666668
Shafali Verma,5,79,62,5,13,1,4,0,0,127.41935483870968,79,13,2,-10,0,0,0,0,0,0,17.6
Haider Ali,9,141,113,9,11,8,8,0,0,124.7787610619469,141,11,16,-18,0,0,0,0,0,0,17.555555555555557
SE Rowe,2,33,19,2,2,2,0,0,0,173.6842105263158,33,2,4,-4,6,0,0,0,0,-6,17.5
AJ Healy,6,95,79,6,16,1,4,0,0,120.25316455696202,95,16,2,-12,0,0,0,0,0,0,17.5
DJG Sammy,11,173,89,11,17,8,8,0,0,194.38202247191012,173,17,16,-22,6,0,0,0,0,-6,17.454545454545453
LA Dawson,3,45,24,3,7,1,4,0,0,187.5,45,7,2,-6,6,0,0,0,0,-6,17.333333333333332
SB Styris,4,61,51,4,4,4,4,0,0,119.6078431372549,61,4,8,-8,0,0,0,0,0,0,17.25
AJ Hosein,5,76,43,5,6,5,4,0,0,176.74418604651163,76,6,10,-10,6,0,0,0,0,-6,17.2
SO Hetmyer,8,127,108,8,2,10,4,0,0,117.59259259259258,127,2,20,-16,0,0,0,0,0,0,17.125
Soumya Sarkar,11,157,117,11,17,7,12,8,0,134.18803418803418,157,17,14,-22,0,0,2,0,0,0,17.09090909090909
RJMGM Rupasinghe,1,18,18,1,1,0,0,0,0,100.0,18,1,0,-2,0,0,0,0,0,0,17.0
VS Solanki,2,33,30,2,5,0,0,0,0,110.00000000000001,33,5,0,-4,0,0,0,0,0,0,17.0
NJ Browne,1,15,11,1,0,1,0,0,0,136.36363636363635,15,0,2,-2,0,0,2,0,0,0,17.0
CAK Walton,1,13,8,1,0,1,0,0,0,162.5,13,0,2,-2,0,4,0,0,0,0,17.0
Hasan Ali,2,30,11,2,2,3,0,0,0,272.7272727272727,30,2,6,-4,6,0,0,0,0,-6,17.0
RA Jadeja,9,142,97,9,12,3,8,0,0,146.39175257731958,142,12,6,-18,0,0,2,0,0,0,16.88888888888889
JDP Oram,8,122,77,8,13,4,4,0,0,158.44155844155844,122,13,8,-16,0,4,0,0,0,0,16.875
LD Chandimal,11,174,172,11,13,4,4,8,0,101.16279069767442,174,13,8,-22,0,0,0,0,0,0,16.818181818181817
SC Kuggeleijn,4,57,27,4,2,6,4,0,0,211.11111111111111,57,2,12,-8,6,0,0,0,0,-6,16.75
MV Boucher,3,45,34,3,5,0,4,0,0,132.35294117647058,45,5,0,-6,0,0,2,0,0,0,16.666666666666668
Mohammad Nawaz (3),9,132,81,9,9,7,8,0,0,162.96296296296296,132,9,14,-18,0,4,0,0,0,0,16.555555555555557
GC Smith,2,33,36,2,4,0,0,0,0,91.66666666666666,33,4,0,-4,0,0,0,0,0,0,16.5
A Symonds,3,49,38,3,6,0,0,0,0,128.94736842105263,49,6,0,-6,0,0,0,0,0,0,16.333333333333332
M du Preez,8,124,97,8,16,1,4,0,0,127.83505154639174,124,16,2,-16,0,0,0,0,0,0,16.25
SS Pathirana,1,14,10,1,2,0,0,0,0,140.0,14,2,0,-2,0,0,2,0,0,0,16.0
H Deol,1,17,24,1,1,0,0,0,0,70.83333333333334,17,1,0,-2,0,0,0,0,0,0,16.0
Imad Wasim,7,104,63,7,12,3,0,0,0,165.07936507936506,104,12,6,-14,0,4,0,0,0,0,16.0
Mominul Haque,1,16,19,1,2,0,0,0,0,84.21052631578947,16,2,0,-2,0,0,0,0,0,0,16.0
Haris Rauf,1,13,9,1,1,1,0,0,0,144.44444444444443,13,1,2,-2,0,0,2,0,0,0,16.0
AR Nurse,2,29,20,2,1,2,0,0,0,145.0,29,1,4,-4,0,0,2,0,0,0,16.0
GJ Maxwell,13,191,141,13,20,8,4,0,0,135.46099290780143,191,20,16,-26,0,0,2,0,0,0,15.923076923076923
SV Samson,4,60,45,4,3,3,0,0,0,133.33333333333331,60,3,6,-8,0,0,2,0,0,0,15.75
HC Brook,3,43,40,3,4,1,4,0,0,107.5,43,4,2,-6,0,0,0,0,0,0,15.666666666666666
T Bavuma,8,118,103,8,13,1,8,0,0,114.5631067961165,118,13,2,-16,0,0,0,0,0,0,15.625
TR Birt,2,30,31,2,3,1,0,0,0,96.7741935483871,30,3,2,-4,0,0,0,0,0,0,15.5
LPC Silva,2,30,25,2,3,1,0,0,0,120.0,30,3,2,-4,0,0,0,0,0,0,15.5
Nigar Sultana,2,34,35,2,1,0,0,0,0,97.14285714285714,34,1,0,-4,0,0,0,0,0,0,15.5
WIA Fernando,9,135,138,9,11,1,8,0,0,97.82608695652173,135,11,2,-18,0,0,0,0,0,0,15.333333333333334
AS Joseph,1,11,7,1,2,0,0,0,0,157.14285714285714,11,2,0,-2,0,4,0,0,0,0,15.0
CR Woakes,1,15,7,1,2,0,0,0,0,214.28571428571428,15,2,0,-2,6,0,0,0,0,-6,15.0
Raqibul Hasan,1,16,20,1,1,0,0,0,0,80.0,16,1,0,-2,0,0,0,0,0,0,15.0
Kyshona A Knight,2,32,38,2,2,0,0,0,0,84.21052631578947,32,2,0,-4,0,0,0,0,0,0,15.0
Yasir Arafat,1,15,19,1,0,1,0,0,0,78.94736842105263,15,0,2,-2,0,0,0,0,0,0,15.0
DM de Silva,8,122,132,8,8,0,4,0,0,92.42424242424242,122,8,0,-16,0,0,0,0,0,0,14.75
TAM Siriwardana,7,95,68,7,6,5,4,0,0,139.70588235294116,95,6,10,-14,0,0,2,0,0,0,14.714285714285714
S Ecclestone,5,65,29,5,6,4,4,0,0,224.13793103448273,65,6,8,-10,6,0,0,0,0,-6,14.6
S Prasanna,7,94,65,7,6,5,4,0,0,144.6153846153846,94,6,10,-14,0,0,2,0,0,0,14.571428571428571
JEC Franklin,7,93,59,7,5,7,0,0,0,157.6271186440678,93,5,14,-14,0,4,0,0,0,0,14.571428571428571
D Ramdin,12,161,130,12,14,4,12,0,0,123.84615384615385,161,14,8,-24,0,0,0,0,0,0,14.25
LS Livingstone,5,68,51,5,8,1,0,0,0,133.33333333333331,68,8,2,-10,0,0,2,0,0,0,14.0
HNK Jensen,1,14,13,1,2,0,0,0,0,107.6923076923077,14,2,0,-2,0,0,0,0,0,0,14.0
RM Hira,1,12,9,1,2,0,0,0,0,133.33333333333331,12,2,0,-2,0,0,2,0,0,0,14.0
AT Carey,2,28,24,2,4,0,0,0,0,116.66666666666667,28,4,0,-4,0,0,0,0,0,0,14.0
NT Broom,1,14,16,1,0,1,0,0,0,87.5,14,0,2,-2,0,0,0,0,0,0,14.0
YK Pathan,6,79,46,6,3,7,0,0,0,171.73913043478262,79,3,14,-12,6,0,0,0,0,-6,14.0
B Fernando,2,28,26,2,2,1,0,0,0,107.6923076923077,28,2,2,-4,0,0,0,0,0,0,14.0
A Reddy,2,28,29,2,4,0,0,0,0,96.55172413793103,28,4,0,-4,0,0,0,0,0,0,14.0
Mahmudullah,16,222,198,16,23,3,4,0,0,112.12121212121211,222,23,6,-32,0,0,0,0,0,0,13.9375
CJ Jordan,11,142,82,11,9,10,4,0,0,173.17073170731706,142,9,20,-22,6,0,0,0,0,-6,13.909090909090908
BC Fortuin,2,27,21,2,4,0,0,0,0,128.57142857142858,27,4,0,-4,0,0,0,0,0,0,13.5
BR McDermott,3,40,35,3,6,0,0,0,0,114.28571428571428,40,6,0,-6,0,0,0,0,0,0,13.333333333333334
ML Green,3,41,43,3,5,0,0,0,0,95.34883720930233,41,5,0,-6,0,0,0,0,0,0,13.333333333333334
Panna Ghosh,1,14,11,1,1,0,0,0,0,127.27272727272727,14,1,0,-2,0,0,0,0,0,0,13.0
DP Nannes,1,12,7,1,1,1,0,0,0,171.42857142857142,12,1,2,-2,6,0,0,0,0,-6,13.0
SF Daley,1,15,21,1,0,0,0,0,0,71.42857142857143,15,0,0,-2,0,0,0,0,0,0,13.0
NM Coulter-Nile,1,13,7,1,2,0,0,0,0,185.71428571428572,13,2,0,-2,6,0,0,0,0,-6,13.0
Fawad Alam,1,15,14,1,0,0,0,0,0,107.14285714285714,15,0,0,-2,0,0,0,0,0,0,13.0
ASS Fletcher,1,13,14,1,2,0,0,0,0,92.85714285714286,13,2,0,-2,0,0,0,0,0,0,13.0
Najibullah Zadran,4,51,44,4,5,2,0,0,0,115.90909090909092,51,5,4,-8,0,0,0,0,0,0,13.0
M Jansen,1,12,17,1,1,1,0,0,0,70.58823529411765,12,1,2,-2,0,0,0,0,0,0,13.0
PG Fulton,2,25,21,2,1,2,0,0,0,119.04761904761905,25,1,4,-4,0,0,0,0,0,0,13.0
MJ Swepson,1,12,5,1,1,1,0,0,0,240.0,12,1,2,-2,6,0,0,0,0,-6,13.0
HM Rowe,1,12,9,1,1,0,0,0,0,133.33333333333331,12,1,0,-2,0,0,2,0,0,0,13.0
B Bezuidenhout,2,25,23,2,1,2,0,0,0,108.69565217391303,25,1,4,-4,0,0,0,0,0,0,13.0
Abdul Razzaq,6,80,78,6,7,1,0,0,0,102.56410256410255,80,7,2,-12,0,0,0,0,0,0,12.833333333333334
PWH de Silva,11,132,97,11,17,2,8,0,0,136.08247422680412,132,17,4,-22,0,0,2,0,0,0,12.818181818181818
Shadab Khan,6,68,41,6,4,6,0,0,0,165.85365853658536,68,4,12,-12,0,4,0,0,0,0,12.666666666666666
WD Parnell,5,65,60,5,6,1,0,0,0,108.33333333333333,65,6,2,-10,0,0,0,0,0,0,12.6
L Vincent,2,27,33,2,2,0,0,0,0,81.81818181818183,27,2,0,-4,0,0,0,0,0,0,12.5
SSJ Brooks,2,22,16,2,3,1,0,0,0,137.5,22,3,2,-4,0,0,2,0,0,0,12.5
KH Pandya,2,23,16,2,0,2,0,0,0,143.75,23,0,4,-4,0,0,2,0,0,0,12.5
PJ van Biljon,2,23,17,2,4,0,0,0,0,135.29411764705884,23,4,0,-4,0,0,2,0,0,0,12.5
JL Denly,2,23,16,2,2,1,0,0,0,143.75,23,2,2,-4,0,0,2,0,0,0,12.5
Sidra Nawaz,3,39,35,3,4,0,0,0,0,111.42857142857143,39,4,0,-6,0,0,0,0,0,0,12.333333333333334
GP Swann,4,45,33,4,4,1,4,0,0,136.36363636363635,45,4,2,-8,0,0,2,0,0,0,12.25
Mahedi Hasan,1,12,6,1,0,1,0,0,0,200.0,12,0,2,-2,6,0,0,0,0,-6,12.0
NO Miller,1,11,8,1,1,0,0,0,0,137.5,11,1,0,-2,0,0,2,0,0,0,12.0
AJ Turner,2,25,19,2,1,0,0,0,0,131.57894736842107,25,1,0,-4,0,0,2,0,0,0,12.0
Nazmul Hossain Shanto,1,12,15,1,2,0,0,0,0,80.0,12,2,0,-2,0,0,0,0,0,0,12.0
LS Greenway,1,13,14,1,1,0,0,0,0,92.85714285714286,13,1,0,-2,0,0,0,0,0,0,12.0
CA Lynn,1,13,10,1,1,0,0,0,0,130.0,13,1,0,-2,0,0,0,0,0,0,12.0
R Ravindra,2,24,20,2,4,0,0,0,0,120.0,24,4,0,-4,0,0,0,0,0,0,12.0
M Bhanuka,1,10,7,1,2,0,0,0,0,142.85714285714286,10,2,0,-2,0,0,2,0,0,0,12.0
Hazratullah,3,36,47,3,4,0,0,0,0,76.59574468085107,36,4,0,-6,0,0,0,0,0,0,11.333333333333334
HM Nicholls,2,24,27,2,2,0,0,0,0,88.88888888888889,24,2,0,-4,0,0,0,0,0,0,11.0
Najeeb Tarakai,1,11,13,1,0,1,0,0,0,84.61538461538461,11,0,2,-2,0,0,0,0,0,0,11.0
DL Vettori,4,48,38,4,4,0,0,0,0,126.3157894736842,48,4,0,-8,0,0,0,0,0,0,11.0
R Boyce,1,12,14,1,1,0,0,0,0,85.71428571428571,12,1,0,-2,0,0,0,0,0,0,11.0
J Botha,4,46,46,4,2,2,0,0,0,100.0,46,2,4,-8,0,0,0,0,0,0,11.0
NA Saini,1,11,9,1,2,0,0,0,0,122.22222222222223,11,2,0,-2,0,0,0,0,0,0,11.0
JS Foster,1,13,12,1,0,0,0,0,0,108.33333333333333,13,0,0,-2,0,0,0,0,0,0,11.0
MH Yardy,1,8,5,1,1,0,0,0,0,160.0,8,1,0,-2,0,4,0,0,0,0,11.0
H Madavi,1,11,13,1,0,1,0,0,0,84.61538461538461,11,0,2,-2,0,0,0,0,0,0,11.0
DB Sharma,7,81,73,7,7,1,0,0,0,110.95890410958904,81,7,2,-14,0,0,0,0,0,0,10.857142857142858
KH Brunt,9,94,68,9,11,2,4,0,0,138.23529411764704,94,11,4,-18,0,0,2,0,0,0,10.777777777777779
S Jafta,2,22,18,2,3,0,0,0,0,122.22222222222223,22,3,0,-4,0,0,0,0,0,0,10.5
Khushdil Shah,6,67,70,6,6,1,0,0,0,95.71428571428572,67,6,2,-12,0,0,0,0,0,0,10.5
AC Kerr,2,22,20,2,3,0,0,0,0,110.00000000000001,22,3,0,-4,0,0,0,0,0,0,10.5
Fahima Khatun,2,22,26,2,3,0,0,0,0,84.61538461538461,22,3,0,-4,0,0,0,0,0,0,10.5
DJ Willey,5,49,42,5,5,2,4,0,0,116.66666666666667,49,5,4,-10,0,0,0,0,0,0,10.4
Sarfraz Ahmed,5,57,56,5,2,1,0,0,0,101.78571428571428,57,2,2,-10,0,0,0,0,0,0,10.2
CJ Anderson,5,54,45,5,5,1,0,0,0,120.0,54,5,2,-10,0,0,0,0,0,0,10.2
BA Stokes,8,83,76,8,2,4,4,0,0,109.21052631578947,83,2,8,-16,0,0,0,0,0,0,10.125
AD Russell,12,119,84,12,10,7,0,0,0,141.66666666666669,119,10,14,-24,0,0,2,0,0,0,10.083333333333334
WW Hinds,1,11,14,1,1,0,0,0,0,78.57142857142857,11,1,0,-2,0,0,0,0,0,0,10.0
M Vijay,2,21,26,2,3,0,0,0,0,80.76923076923077,21,3,0,-4,0,0,0,0,0,0,10.0
LR Down,1,11,9,1,1,0,0,0,0,122.22222222222223,11,1,0,-2,0,0,0,0,0,0,10.0
JO Holder,5,54,51,5,2,2,0,0,0,105.88235294117648,54,2,4,-10,0,0,0,0,0,0,10.0
Mosaddek Hossain,5,53,51,5,5,1,0,0,0,103.921568627451,53,5,2,-10,0,0,0,0,0,0,10.0
IS Sodhi,3,29,22,3,1,2,0,0,0,131.8181818181818,29,1,4,-6,0,0,2,0,0,0,10.0
J Mubarak,1,13,19,1,1,0,0,0,0,68.42105263157895,13,1,0,-2,0,0,0,-2,0,0,10.0
SE Rutherford,1,9,6,1,1,0,0,0,0,150.0,9,1,0,-2,0,0,2,0,0,0,10.0
Nasir Hossain,3,32,28,3,2,1,0,0,0,114.28571428571428,32,2,2,-6,0,0,0,0,0,0,10.0
PA Patel,1,10,12,1,2,0,0,0,0,83.33333333333334,10,2,0,-2,0,0,0,0,0,0,10.0
MJ Henry,1,10,5,1,2,0,0,0,0,200.0,10,2,0,-2,6,0,0,0,0,-6,10.0
FC Wilson,4,43,36,4,2,1,0,0,0,119.44444444444444,43,2,2,-8,0,0,0,0,0,0,9.75
B Cooper,4,40,31,4,3,2,0,0,0,129.03225806451613,40,3,4,-8,0,0,0,0,0,0,9.75
N de Klerk,6,64,65,6,4,1,0,0,0,98.46153846153847,64,4,2,-12,0,0,0,0,0,0,9.666666666666666
WA Young,2,20,25,2,1,1,0,0,0,80.0,20,1,2,-4,0,0,0,0,0,0,9.5
V Sehwag,4,36,18,4,2,4,0,0,0,200.0,36,2,8,-8,6,0,0,0,0,-6,9.5
LE Plunkett,2,19,13,2,2,0,0,0,0,146.15384615384613,19,2,0,-4,0,0,2,0,0,0,9.5
MJ Clarke,9,90,82,9,9,0,4,0,0,109.75609756097562,90,9,0,-18,0,0,0,0,0,0,9.444444444444445
Mehedi Hasan Miraz,4,36,25,4,3,2,0,0,0,144.0,36,3,4,-8,0,0,2,0,0,0,9.25
NL McCullum,9,92,83,9,7,1,0,0,0,110.8433734939759,92,7,2,-18,0,0,0,0,0,0,9.222222222222221
SW Billings,8,76,69,8,3,3,4,0,0,110.14492753623189,76,3,6,-16,0,0,0,0,0,0,9.125
H Klaasen,9,90,90,9,8,1,0,0,0,100.0,90,8,2,-18,0,0,0,0,0,0,9.11111111111111
K Weeraratne,1,10,10,1,1,0,0,0,0,100.0,10,1,0,-2,0,0,0,0,0,0,9.0
BJ Watling,2,23,38,2,1,0,0,0,0,60.526315789473685,23,1,0,-4,0,0,0,-2,0,0,9.0
GWHM Perera,1,13,24,1,2,0,0,0,0,54.166666666666664,13,2,0,-2,0,0,0,0,-4,0,9.0
Sneh Rana,1,8,6,1,1,0,0,0,0,133.33333333333331,8,1,0,-2,0,0,2,0,0,0,9.0
Sohaib Maqsood,4,38,53,4,2,2,0,0,0,71.69811320754717,38,2,4,-8,0,0,0,0,0,0,9.0
AN Cook,1,9,9,1,2,0,0,0,0,100.0,9,2,0,-2,0,0,0,0,0,0,9.0
D Pretorius,6,55,46,6,4,3,0,0,0,119.56521739130434,55,4,6,-12,0,0,0,0,0,0,8.833333333333334
Sohail Tanvir,4,33,24,4,3,2,0,0,0,137.5,33,3,4,-8,0,0,2,0,0,0,8.5
SA Campbelle,3,29,37,3,2,0,0,0,0,78.37837837837837,29,2,0,-6,0,0,0,0,0,0,8.333333333333334
Taskin Ahmed,3,26,27,3,3,1,0,0,0,96.29629629629629,26,3,2,-6,0,0,0,0,0,0,8.333333333333334
JP Faulkner,3,28,26,3,3,0,0,0,0,107.6923076923077,28,3,0,-6,0,0,0,0,0,0,8.333333333333334
MJ Santner,12,105,84,12,5,5,4,0,0,125.0,105,5,10,-24,0,0,0,0,0,0,8.333333333333334
RR Sarwan,4,32,19,4,5,0,0,0,0,168.42105263157893,32,5,0,-8,0,4,0,0,0,0,8.25
AL Phehlukwayo,5,42,37,5,3,3,0,0,0,113.51351351351352,42,3,6,-10,0,0,0,0,0,0,8.2
KE Broadmore,1,9,9,1,1,0,0,0,0,100.0,9,1,0,-2,0,0,0,0,0,0,8.0
CP Schofield,1,8,6,1,0,0,0,0,0,133.33333333333331,8,0,0,-2,0,0,2,0,0,0,8.0
Jahanara Alam,1,10,13,1,0,0,0,0,0,76.92307692307693,10,0,0,-2,0,0,0,0,0,0,8.0
NY McLean,1,9,9,1,1,0,0,0,0,100.0,9,1,0,-2,0,0,0,0,0,0,8.0
Aminul Islam Biplob,1,9,9,1,1,0,0,0,0,100.0,9,1,0,-2,0,0,0,0,0,0,8.0
M Klaas,1,9,8,1,1,0,0,0,0,112.5,9,1,0,-2,0,0,0,0,0,0,8.0
Abul Hasan,1,5,3,1,1,0,0,0,0,166.66666666666669,5,1,0,-2,0,4,0,0,0,0,8.0
Imran Tahir,1,8,4,1,0,1,0,0,0,200.0,8,0,2,-2,6,0,0,0,0,-6,8.0
Mohammad Hasnain,1,8,4,1,0,1,0,0,0,200.0,8,0,2,-2,6,0,0,0,0,-6,8.0
ML Hayden,3,24,28,3,2,2,0,0,0,85.71428571428571,24,2,4,-6,0,0,0,0,0,0,8.0
PWA Mulder,1,9,9,1,1,0,0,0,0,100.0,9,1,0,-2,0,0,0,0,0,0,8.0
Farhad Reza,1,7,5,1,1,0,0,0,0,140.0,7,1,0,-2,0,0,2,0,0,0,8.0
KJ Abbott,1,9,8,1,1,0,0,0,0,112.5,9,1,0,-2,0,0,0,0,0,0,8.0
T Chetty,1,9,9,1,1,0,0,0,0,100.0,9,1,0,-2,0,0,0,0,0,0,8.0
WK Dilhari,1,9,9,1,1,0,0,0,0,100.0,9,1,0,-2,0,0,0,0,0,0,8.0
AK Perera,1,11,18,1,1,0,0,0,0,61.111111111111114,11,1,0,-2,0,0,0,-2,0,0,8.0
R Ashwin,4,35,28,4,2,1,0,0,0,125.0,35,2,2,-8,0,0,0,0,0,0,7.75
C Karunaratne,7,58,48,7,4,3,0,0,0,120.83333333333333,58,4,6,-14,0,0,0,0,0,0,7.714285714285714
EJ Villani,4,33,29,4,3,1,0,0,0,113.79310344827587,33,3,2,-8,0,0,0,0,0,0,7.5
Mashrafe Mortaza,6,48,38,6,3,3,0,0,0,126.3157894736842,48,3,6,-12,0,0,0,0,0,0,7.5
AD Mascarenhas,2,18,17,2,1,0,0,0,0,105.88235294117648,18,1,0,-4,0,0,0,0,0,0,7.5
KMDN Kulasekara,8,60,54,8,4,2,4,0,0,111.11111111111111,60,4,4,-16,0,0,0,0,0,0,7.0
KNA Bandara,1,9,19,1,0,0,0,0,0,47.368421052631575,9,0,0,-2,0,0,0,0,0,0,7.0
HDRL Thirimanne,3,21,16,3,2,1,0,0,0,131.25,21,2,2,-6,0,0,2,0,0,0,7.0
K Rabada,5,41,37,5,2,1,0,0,0,110.8108108108108,41,2,2,-10,0,0,0,0,0,0,7.0
Mujeeb Ur Rahman,1,8,8,1,1,0,0,0,0,100.0,8,1,0,-2,0,0,0,0,0,0,7.0
Faheem Ashraf,8,62,48,8,2,4,0,0,0,129.16666666666669,62,2,8,-16,0,0,0,0,0,0,7.0
ACL Richards,1,10,15,1,1,0,0,0,0,66.66666666666666,10,1,0,-2,0,0,0,-2,0,0,7.0
Mohammad Haris,1,7,8,1,0,1,0,0,0,87.5,7,0,2,-2,0,0,0,0,0,0,7.0
LK Ebsary,1,8,4,1,1,0,0,0,0,200.0,8,1,0,-2,6,0,0,0,0,-6,7.0
MJG Nielsen,1,8,4,1,1,0,0,0,0,200.0,8,1,0,-2,6,0,0,0,0,-6,7.0
GD Elliott,3,24,23,3,2,0,0,0,0,104.34782608695652,24,2,0,-6,0,0,0,0,0,0,6.666666666666667
L Gregory,2,15,17,2,0,1,0,0,0,88.23529411764706,15,0,2,-4,0,0,0,0,0,0,6.5
HV Patel,2,14,7,2,1,1,0,0,0,200.0,14,1,2,-4,6,0,0,0,0,-6,6.5
Rumana Ahmed,2,17,27,2,2,0,0,0,0,62.96296296296296,17,2,0,-4,0,0,0,-2,0,0,6.5
ME Bouchier,3,23,23,3,2,0,0,0,0,100.0,23,2,0,-6,0,0,0,0,0,0,6.333333333333333
Hussain Talat,3,23,21,3,2,0,0,0,0,109.52380952380953,23,2,0,-6,0,0,0,0,0,0,6.333333333333333
