striker,innings,runs,balls,dismissals,fours,sixes,30s_point,50s_point,100s_point,sr,run_points,boundary_bonus,six_bonus,duck_bonus,sr>170,sr(150-170),sr(130-150),sr(60-70),sr(50-59.99),sr<50,POINTS
S Badrinath,21,595,474,21,66,8,44,32,0,125.52742616033757,595,66,16,-42,0,0,0,0,0,0,33.857142857142854
KS Williamson,22,617,482,22,52,21,36,40,0,128.0082987551867,617,52,42,-44,0,0,0,0,0,0,33.77272727272727
DJ Hussey,15,425,317,15,33,18,24,16,0,134.06940063091483,425,33,36,-30,0,0,2,0,0,0,33.733333333333334
AC Blizzard,2,52,33,2,11,0,4,0,0,157.57575757575756,52,11,0,-4,0,4,0,0,0,0,33.5
DPMD Jayawardene,19,536,416,19,60,12,28,24,0,128.84615384615387,536,60,24,-38,0,0,0,0,0,0,33.36842105263158
RG Sharma,80,2163,1591,80,202,90,128,128,0,135.9522313010685,2163,202,180,-160,0,0,2,0,0,0,33.0375
ML Hayden,14,381,309,14,47,11,28,8,0,123.3009708737864,381,47,22,-28,0,0,0,0,0,0,32.714285714285715
V Sehwag,25,654,419,25,77,26,32,32,16,156.08591885441527,654,77,52,-50,0,4,0,0,0,0,32.68
KK Nair,13,353,263,13,40,9,20,16,0,134.22053231939165,353,40,18,-26,0,0,2,0,0,0,32.53846153846154
JC Buttler,23,621,460,23,46,31,28,32,0,135.0,621,46,62,-46,0,0,2,0,0,0,32.391304347826086
G Gambhir,40,1069,872,40,121,19,64,80,0,122.59174311926606,1069,121,38,-80,0,0,0,0,0,0,32.3
JP Duminy,24,669,540,24,47,21,36,24,0,123.88888888888889,669,47,42,-48,0,0,0,0,0,0,32.083333333333336
RV Uthappa,55,1452,1122,55,134,53,92,64,0,129.41176470588235,1452,134,106,-110,0,0,0,0,0,0,31.6
MS Dhoni,65,1721,1172,65,116,88,88,72,0,146.84300341296927,1721,116,176,-130,0,0,2,0,0,0,31.46153846153846
SA Asnodkar,3,82,67,3,10,2,4,0,0,122.38805970149254,82,10,4,-6,0,0,0,0,0,0,31.333333333333332
JM Bairstow,7,180,153,7,18,3,12,16,0,117.64705882352942,180,18,6,-14,0,0,0,0,0,0,31.142857142857142
Gurkeerat Singh,8,212,165,8,21,4,8,16,0,128.4848484848485,212,21,8,-16,0,0,0,0,0,0,31.125
SR Watson,44,1106,838,44,107,52,64,56,16,131.98090692124106,1106,107,104,-88,0,0,2,0,0,0,31.068181818181817
VR Iyer,11,282,229,11,30,9,16,16,0,123.14410480349345,282,30,18,-22,0,0,0,0,0,0,30.90909090909091
ST Jayasuriya,8,193,120,8,28,9,12,8,0,160.83333333333334,193,28,18,-16,0,4,0,0,0,0,30.875
AC Voges,3,85,68,3,5,2,4,0,0,125.0,85,5,4,-6,0,0,0,0,0,0,30.666666666666668
SM Pollock,3,77,42,3,7,5,4,0,0,183.33333333333331,77,7,10,-6,6,0,0,0,0,-6,30.666666666666668
KC Sangakkara,21,538,407,21,67,11,32,24,0,132.18673218673217,538,67,22,-42,0,0,2,0,0,0,30.61904761904762
Ishan Kishan,23,584,468,23,60,20,32,32,0,124.78632478632478,584,60,40,-46,0,0,0,0,0,0,30.52173913043478
A Symonds,14,355,262,14,22,16,28,16,0,135.49618320610688,355,22,32,-28,0,0,2,0,0,0,30.5
LRPL Taylor,9,217,132,9,17,13,12,16,0,164.3939393939394,217,17,26,-18,0,4,0,0,0,0,30.444444444444443
KD Karthik,63,1590,1087,63,160,54,88,80,0,146.27414903403863,1590,160,108,-126,0,0,2,0,0,0,30.19047619047619
N Jagadeesan,2,52,43,2,8,0,4,0,0,120.93023255813952,52,8,0,-4,0,0,0,0,0,0,30.0
RJ Quiney,1,28,31,1,4,0,0,0,0,90.32258064516128,28,4,0,-2,0,0,0,0,0,0,30.0
MA Agarwal,31,769,538,31,72,31,40,40,0,142.9368029739777,769,72,62,-62,0,0,2,0,0,0,29.774193548387096
TM Dilshan,9,220,183,9,26,6,16,8,0,120.21857923497268,220,26,12,-18,0,0,0,0,0,0,29.333333333333332
M Vijay,32,790,667,32,77,27,56,24,0,118.44077961019491,790,77,54,-64,0,0,0,0,0,0,29.28125
Umar Gul,1,24,11,1,1,3,0,0,0,218.18181818181816,24,1,6,-2,6,0,0,0,0,-6,29.0
AJ Finch,23,542,417,23,60,21,32,32,0,129.97601918465227,542,60,42,-46,0,0,0,0,0,0,28.782608695652176
R Dravid,17,415,356,17,55,6,24,16,0,116.57303370786516,415,55,12,-34,0,0,0,0,0,0,28.705882352941178
B Sai Sudharsan,6,149,118,6,14,3,4,8,0,126.27118644067797,149,14,6,-12,0,0,0,0,0,0,28.166666666666668
AD Hales,2,47,40,2,3,3,4,0,0,117.5,47,3,6,-4,0,0,0,0,0,0,28.0
GJ Maxwell,33,752,478,33,64,42,44,40,0,157.32217573221757,752,64,84,-66,0,4,0,0,0,0,27.939393939393938
SPD Smith,27,663,540,27,58,14,32,24,0,122.77777777777779,663,58,28,-54,0,0,0,0,0,0,27.814814814814813
MK Tiwary,23,531,415,23,56,16,40,24,0,127.95180722891565,531,56,32,-46,0,0,0,0,0,0,27.695652173913043
AL Menaria,4,96,79,4,6,4,8,0,0,121.51898734177216,96,6,8,-8,0,0,0,0,0,0,27.5
JM Sharma,4,93,67,4,3,8,4,0,0,138.80597014925374,93,3,16,-8,0,0,2,0,0,0,27.5
Azhar Mahmood,7,160,121,7,17,5,8,8,0,132.2314049586777,160,17,10,-14,0,0,2,0,0,0,27.285714285714285
AM Rahane,43,1014,891,43,106,15,60,48,0,113.8047138047138,1014,106,30,-86,0,0,0,0,0,0,27.25581395348837
N Pooran,15,324,199,15,24,23,24,16,0,162.8140703517588,324,24,46,-30,0,4,0,0,0,0,27.2
Salman Butt,1,24,19,1,5,0,0,0,0,126.3157894736842,24,5,0,-2,0,0,0,0,0,0,27.0
DJ Malan,1,26,26,1,1,1,0,0,0,100.0,26,1,2,-2,0,0,0,0,0,0,27.0
DA Miller,38,867,630,38,56,43,48,16,0,137.61904761904762,867,56,86,-76,0,0,2,0,0,0,26.289473684210527
SA Yadav,42,937,689,42,100,27,44,48,0,135.99419448476053,937,100,54,-84,0,0,2,0,0,0,26.214285714285715
OA Shah,7,157,115,7,8,9,4,8,0,136.52173913043478,157,8,18,-14,0,0,2,0,0,0,26.142857142857142
SV Samson,37,814,630,37,78,26,48,48,0,129.20634920634922,814,78,52,-74,0,0,0,0,0,0,26.10810810810811
PP Shaw,24,516,365,24,56,20,28,32,0,141.36986301369862,516,56,40,-48,0,0,2,0,0,0,26.083333333333332
NM Coulter-Nile,1,24,12,1,4,0,0,0,0,200.0,24,4,0,-2,6,0,0,0,0,-6,26.0
AA Jhunjhunwala,4,97,84,4,7,2,4,0,0,115.47619047619047,97,7,4,-8,0,0,0,0,0,0,26.0
MF Maharoof,1,20,13,1,4,0,0,0,0,153.84615384615387,20,4,0,-2,0,4,0,0,0,0,26.0
SS Iyer,32,724,629,32,62,21,36,32,0,115.1033386327504,724,62,42,-64,0,0,0,0,0,0,26.0
LJ Wright,3,65,47,3,10,1,4,0,0,138.29787234042556,65,10,2,-6,0,0,2,0,0,0,25.666666666666668
Mohammad Nabi,3,61,38,3,6,4,4,0,0,160.5263157894737,61,6,8,-6,0,4,0,0,0,0,25.666666666666668
AT Rayudu,65,1398,1098,65,126,51,76,56,16,127.32240437158471,1398,126,102,-130,0,0,0,0,0,0,25.29230769230769
KP Pietersen,7,153,112,7,16,4,12,0,0,136.60714285714286,153,16,8,-14,0,0,2,0,0,0,25.285714285714285
H Klaasen,4,86,60,4,5,4,8,0,0,143.33333333333334,86,5,8,-8,0,0,2,0,0,0,25.25
WP Saha,36,794,620,36,78,24,32,24,0,128.06451612903226,794,78,48,-72,0,0,0,0,0,0,25.11111111111111
GJ Bailey,10,225,173,10,16,8,4,8,0,130.0578034682081,225,16,16,-20,0,0,2,0,0,0,25.1
A Flintoff,2,46,36,2,4,2,0,0,0,127.77777777777777,46,4,4,-4,0,0,0,0,0,0,25.0
MC Henriques,14,296,204,14,21,13,16,16,0,145.09803921568627,296,21,26,-28,0,0,2,0,0,0,24.928571428571427
S Dube,13,282,219,13,18,15,12,8,0,128.76712328767124,282,18,30,-26,0,0,0,0,0,0,24.923076923076923
YK Pathan,42,884,606,42,72,39,48,40,0,145.87458745874585,884,72,78,-84,0,0,2,0,0,0,24.761904761904763
BJ Hodge,17,372,281,17,24,14,28,0,0,132.38434163701066,372,24,28,-34,0,0,2,0,0,0,24.705882352941178
LA Pomersbach,2,42,30,2,2,3,0,0,0,140.0,42,2,6,-4,0,0,2,0,0,0,24.0
Sachin Baby,2,45,37,2,3,0,4,0,0,121.62162162162163,45,3,0,-4,0,0,0,0,0,0,24.0
BJ Haddin,1,18,11,1,2,1,0,0,0,163.63636363636365,18,2,2,-2,0,4,0,0,0,0,24.0
DH Yagnik,4,81,58,4,11,1,8,0,0,139.6551724137931,81,11,2,-8,0,0,2,0,0,0,24.0
AD Russell,32,639,388,32,47,49,36,8,0,164.69072164948452,639,47,98,-64,0,4,0,0,0,0,24.0
HH Pandya,38,779,537,38,66,35,36,32,0,145.06517690875233,779,66,70,-76,0,0,2,0,0,0,23.92105263157895
MJ Guptill,5,101,79,5,6,7,8,0,0,127.84810126582278,101,6,14,-10,0,0,0,0,0,0,23.8
TH David,6,118,75,6,6,9,8,0,0,157.33333333333331,118,6,18,-12,0,4,0,0,0,0,23.666666666666668
V Shankar,17,358,268,17,18,19,12,8,0,133.5820895522388,358,18,38,-34,0,0,2,0,0,0,23.647058823529413
MP Stoinis,22,453,300,22,33,23,16,8,0,151.0,453,33,46,-44,0,4,0,0,0,0,23.454545454545453
Yuvraj Singh,29,581,455,29,54,26,32,16,0,127.69230769230768,581,54,52,-58,0,0,0,0,0,0,23.344827586206897
NLTC Perera,6,119,78,6,5,8,8,0,0,152.56410256410254,119,5,16,-12,0,4,0,0,0,0,23.333333333333332
CJ Anderson,10,189,168,10,14,11,12,16,0,112.5,189,14,22,-20,0,0,0,0,0,0,23.3
AP Majumdar,2,40,34,2,6,0,4,0,0,117.64705882352942,40,6,0,-4,0,0,0,0,0,0,23.0
Shoaib Malik,1,24,22,1,1,0,0,0,0,109.09090909090908,24,1,0,-2,0,0,0,0,0,0,23.0
RK Singh,11,223,171,11,18,8,8,8,0,130.4093567251462,223,18,16,-22,0,0,2,0,0,0,23.0
E Lewis,9,173,147,9,11,10,12,8,0,117.68707482993197,173,11,20,-18,0,0,0,0,0,0,22.88888888888889
M Vohra,13,253,178,13,23,15,12,0,0,142.13483146067415,253,23,30,-26,0,0,2,0,0,0,22.615384615384617
MN Samuels,5,102,93,5,7,5,4,0,0,109.6774193548387,102,7,10,-10,0,0,0,0,0,0,22.6
A Manohar,4,75,48,4,7,4,4,0,0,156.25,75,7,8,-8,0,4,0,0,0,0,22.5
MK Lomror,6,121,92,6,7,6,4,0,0,131.52173913043478,121,7,12,-12,0,0,2,0,0,0,22.333333333333332
SC Ganguly,11,213,196,11,23,7,8,8,0,108.6734693877551,213,23,14,-22,0,0,0,0,0,0,22.181818181818183
PD Salt,2,38,28,2,4,2,0,0,0,135.71428571428572,38,4,4,-4,0,0,2,0,0,0,22.0
AP Tare,9,169,123,9,19,5,8,8,0,137.39837398373984,169,19,10,-18,0,0,2,0,0,0,22.0
AD Mathews,13,257,212,13,17,8,8,8,0,121.22641509433963,257,17,16,-26,0,0,0,0,0,0,21.53846153846154
KA Pollard,60,1114,793,60,68,71,36,40,0,140.47919293820934,1114,68,142,-120,0,0,2,0,0,0,21.366666666666667
FY Fazal,3,58,56,3,8,0,4,0,0,103.57142857142858,58,8,0,-6,0,0,0,0,0,0,21.333333333333332
JR Hopes,8,151,119,8,21,1,4,8,0,126.890756302521,151,21,2,-16,0,0,0,0,0,0,21.25
B Chipli,10,188,151,10,18,5,8,8,0,124.50331125827813,188,18,10,-20,0,0,0,0,0,0,21.2
JR Philippe,2,34,26,2,4,1,4,0,0,130.76923076923077,34,4,2,-4,0,0,2,0,0,0,21.0
SS Tiwary,23,435,378,23,35,13,20,8,0,115.07936507936508,435,35,26,-46,0,0,0,0,0,0,20.782608695652176
BJ Rohrer,4,73,56,4,6,3,4,0,0,130.35714285714286,73,6,6,-8,0,0,2,0,0,0,20.75
DJ Hooda,24,433,326,24,26,20,20,16,0,132.82208588957056,433,26,40,-48,0,0,2,0,0,0,20.375
N Wadhera,2,37,33,2,3,2,0,0,0,112.12121212121211,37,3,4,-4,0,0,0,0,0,0,20.0
Lalit Yadav,5,91,76,5,9,3,4,0,0,119.73684210526316,91,9,6,-10,0,0,0,0,0,0,20.0
PA Reddy,2,36,24,2,4,1,0,0,0,150.0,36,4,2,-4,0,0,2,0,0,0,20.0
PA Patel,32,555,463,32,56,19,28,24,0,119.87041036717063,555,56,38,-64,0,0,0,0,0,0,19.90625
Mandeep Singh,29,515,380,29,47,18,16,16,0,135.5263157894737,515,47,36,-58,0,0,2,0,0,0,19.79310344827586
MV Boucher,4,67,42,4,4,4,4,0,0,159.52380952380955,67,4,8,-8,0,4,0,0,0,0,19.75
CM Gautam,5,86,72,5,8,3,8,0,0,119.44444444444444,86,8,6,-10,0,0,0,0,0,0,19.6
MM Ali,13,221,173,13,19,10,12,8,0,127.7456647398844,221,19,20,-26,0,0,0,0,0,0,19.53846153846154
RE van der Merwe,2,37,34,2,4,1,0,0,0,108.8235294117647,37,4,2,-4,0,0,0,0,0,0,19.5
SW Billings,7,127,105,7,9,5,4,0,0,120.95238095238095,127,9,10,-14,0,0,0,0,0,0,19.428571428571427
CA Pujara,6,108,103,6,17,1,0,0,0,104.85436893203884,108,17,2,-12,0,0,0,0,0,0,19.166666666666668
RA Jadeja,44,767,538,44,57,33,28,8,0,142.56505576208178,767,57,66,-88,0,0,2,0,0,0,19.09090909090909
KM Jadhav,25,429,344,25,39,15,12,16,0,124.70930232558139,429,39,30,-50,0,0,0,0,0,0,19.04
S Chanderpaul,1,16,11,1,3,0,0,0,0,145.45454545454547,16,3,0,-2,0,0,2,0,0,0,19.0
PK Garg,5,83,65,5,8,1,4,8,0,127.69230769230768,83,8,2,-10,0,0,0,0,0,0,19.0
Arshad Khan (2),1,15,9,1,0,1,0,0,0,166.66666666666669,15,0,2,-2,0,4,0,0,0,0,19.0
MS Bisla,7,122,114,7,14,3,4,0,0,107.01754385964912,122,14,6,-14,0,0,0,0,0,0,18.857142857142858
LS Livingstone,6,91,62,6,10,5,4,8,0,146.7741935483871,91,10,10,-12,0,0,2,0,0,0,18.833333333333332
Anuj Rawat,4,70,59,4,8,2,0,0,0,118.64406779661016,70,8,4,-8,0,0,0,0,0,0,18.5
KH Pandya,33,551,421,33,53,16,32,0,0,130.87885985748218,551,53,32,-66,0,0,2,0,0,0,18.303030303030305
DS Lehmann,1,17,16,1,3,0,0,0,0,106.25,17,3,0,-2,0,0,0,0,0,0,18.0
MD Shanaka,1,17,16,1,1,1,0,0,0,106.25,17,1,2,-2,0,0,0,0,0,0,18.0
D Brevis,2,32,24,2,2,2,0,0,0,133.33333333333331,32,2,4,-4,0,0,2,0,0,0,18.0
A Mukund,1,19,21,1,1,0,0,0,0,90.47619047619048,19,1,0,-2,0,0,0,0,0,0,18.0
YBK Jaiswal,8,124,98,8,15,4,12,0,0,126.53061224489797,124,15,8,-16,0,0,0,0,0,0,17.875
Bipul Sharma,7,112,61,7,6,8,4,0,0,183.60655737704917,112,6,16,-14,6,0,0,0,0,-6,17.714285714285715
R Parag,10,157,119,10,15,5,8,0,0,131.9327731092437,157,15,10,-20,0,0,2,0,0,0,17.2
Abhishek Sharma,12,189,153,12,19,5,12,0,0,123.52941176470588,189,19,10,-24,0,0,0,0,0,0,17.166666666666668
Y Venugopal Rao,18,278,243,18,20,11,16,8,0,114.40329218106994,278,20,22,-36,0,0,0,0,0,0,17.11111111111111
TL Suman,14,227,196,14,17,9,4,0,0,115.81632653061224,227,17,18,-28,0,0,0,0,0,0,17.0
SP Goswami,4,64,52,4,6,1,4,0,0,123.07692307692308,64,6,2,-8,0,0,0,0,0,0,17.0
SB Jakati,1,13,8,1,2,0,0,0,0,162.5,13,2,0,-2,0,4,0,0,0,0,17.0
VVS Laxman,8,124,104,8,13,3,8,0,0,119.23076923076923,124,13,6,-16,0,0,0,0,0,0,16.875
AR Patel,27,410,291,27,28,22,16,8,0,140.89347079037802,410,28,44,-54,0,0,2,0,0,0,16.814814814814813
SN Khan,9,140,123,9,14,3,8,0,0,113.8211382113821,140,14,6,-18,0,0,0,0,0,0,16.666666666666668
TM Head,4,62,48,4,4,2,4,0,0,129.16666666666669,62,4,4,-8,0,0,0,0,0,0,16.5
AM Nayar,12,185,147,12,11,9,8,0,0,125.85034013605443,185,11,18,-24,0,0,0,0,0,0,16.5
MJ Lumb,3,38,23,3,5,2,4,0,0,165.2173913043478,38,5,4,-6,0,4,0,0,0,0,16.333333333333332
CH Morris,13,188,102,13,10,14,4,8,0,184.31372549019608,188,10,28,-26,6,0,0,0,0,-6,16.307692307692307
NV Ojha,20,298,260,20,28,13,4,8,0,114.61538461538461,298,28,26,-40,0,0,0,0,0,0,16.2
P Dubey,1,16,20,1,2,0,0,0,0,80.0,16,2,0,-2,0,0,0,0,0,0,16.0
Harpreet Singh,1,13,9,1,1,1,0,0,0,144.44444444444443,13,1,2,-2,0,0,2,0,0,0,16.0
EJG Morgan,16,239,214,16,17,9,12,0,0,111.68224299065422,239,17,18,-32,0,0,0,0,0,0,15.875
RN ten Doeschate,6,88,64,6,5,4,4,0,0,137.5,88,5,8,-12,0,0,2,0,0,0,15.833333333333334
R Tewatia,19,277,214,19,26,11,12,0,0,129.4392523364486,277,26,22,-38,0,0,0,0,0,0,15.736842105263158
JP Faulkner,12,170,118,12,9,9,12,0,0,144.0677966101695,170,9,18,-24,0,0,2,0,0,0,15.583333333333334
J Suchith,3,40,37,3,4,2,4,0,0,108.10810810810811,40,4,4,-6,0,0,0,0,0,0,15.333333333333334
MDKJ Perera,1,14,12,1,3,0,0,0,0,116.66666666666667,14,3,0,-2,0,0,0,0,0,0,15.0
Sikandar Raza,1,11,7,1,0,1,0,0,0,157.14285714285714,11,0,2,-2,0,4,0,0,0,0,15.0
LPC Silva,3,40,26,3,5,1,0,0,0,153.84615384615387,40,5,2,-6,0,4,0,0,0,0,15.0
JDP Oram,4,54,48,4,4,3,4,0,0,112.5,54,4,6,-8,0,0,0,0,0,0,15.0
RR Sarwan,1,15,15,1,2,0,0,0,0,100.0,15,2,0,-2,0,0,0,0,0,0,15.0
STR Binny,20,274,200,20,20,13,16,0,0,137.0,274,20,26,-40,0,0,2,0,0,0,14.9
PJ Cummins,9,114,56,9,6,9,4,8,0,203.57142857142856,114,6,18,-18,6,0,0,0,0,-6,14.666666666666666
DB Ravi Teja,11,154,144,11,13,4,8,0,0,106.94444444444444,154,13,8,-22,0,0,0,0,0,0,14.636363636363637
P Negi,10,136,93,10,12,6,4,0,0,146.23655913978496,136,12,12,-20,0,0,2,0,0,0,14.6
K Gowtham,7,89,40,7,6,8,4,0,0,222.5,89,6,16,-14,6,0,0,0,0,-6,14.428571428571429
BCJ Cutting,9,115,75,9,6,9,4,0,0,153.33333333333334,115,6,18,-18,0,4,0,0,0,0,14.333333333333334
CA Ingram,6,80,63,6,10,2,4,0,0,126.98412698412697,80,10,4,-12,0,0,0,0,0,0,14.333333333333334
RR Rossouw,3,40,43,3,3,1,4,0,0,93.02325581395348,40,3,2,-6,0,0,0,0,0,0,14.333333333333334
Mohammad Hafeez,1,13,12,1,1,1,0,0,0,108.33333333333333,13,1,2,-2,0,0,0,0,0,0,14.0
DJ Thornely,3,38,47,3,2,2,4,0,0,80.85106382978722,38,2,4,-6,0,0,0,0,0,0,14.0
JD Ryder,6,79,67,6,12,0,4,0,0,117.91044776119404,79,12,0,-12,0,0,0,0,0,0,13.833333333333334
KV Sharma,7,93,78,7,3,5,4,0,0,119.23076923076923,93,3,10,-14,0,0,0,0,0,0,13.714285714285714
J Botha,6,75,45,6,11,2,0,0,0,166.66666666666669,75,11,4,-12,0,4,0,0,0,0,13.666666666666666
Abdul Samad,5,66,49,5,6,2,0,0,0,134.6938775510204,66,6,4,-10,0,0,2,0,0,0,13.6
PN Mankad,2,26,21,2,5,0,0,0,0,123.80952380952381,26,5,0,-4,0,0,0,0,0,0,13.5
KW Richardson,2,27,21,2,2,1,0,0,0,128.57142857142858,27,2,2,-4,0,0,0,0,0,0,13.5
AA Bilakhia,2,28,22,2,3,0,0,0,0,127.27272727272727,28,3,0,-4,0,0,0,0,0,0,13.5
JDS Neesham,4,54,46,4,4,2,0,0,0,117.3913043478261,54,4,4,-8,0,0,0,0,0,0,13.5
N Saini,5,65,72,5,8,0,4,0,0,90.27777777777779,65,8,0,-10,0,0,0,0,0,0,13.4
DJ Bravo,31,382,267,31,31,18,16,8,0,143.07116104868913,382,31,36,-62,0,0,2,0,0,0,13.32258064516129
K Goel,4,52,50,4,5,2,0,0,0,104.0,52,5,4,-8,0,0,0,0,0,0,13.25
JA Morkel,16,197,114,16,12,16,0,0,0,172.80701754385964,197,12,32,-32,6,0,0,0,0,-6,13.0625
IK Pathan,21,264,243,21,20,8,8,8,0,108.64197530864197,264,20,16,-42,0,0,0,0,0,0,13.047619047619047
SP Narine,28,321,207,28,36,20,12,8,0,155.07246376811594,321,36,40,-56,0,4,0,0,0,0,13.035714285714286
JL Pattinson,1,11,8,1,2,0,0,0,0,137.5,11,2,0,-2,0,0,2,0,0,0,13.0
HV Patel,9,104,55,9,5,9,8,0,0,189.0909090909091,104,5,18,-18,6,0,0,0,0,-6,13.0
SP Fleming,1,13,13,1,2,0,0,0,0,100.0,13,2,0,-2,0,0,0,0,0,0,13.0
K Upadhyay,1,11,8,1,0,1,0,0,0,137.5,11,0,2,-2,0,0,2,0,0,0,13.0
Ankit Sharma,3,36,23,3,3,1,0,0,0,156.52173913043478,36,3,2,-6,0,4,0,0,0,0,13.0
MJ Clarke,1,13,10,1,2,0,0,0,0,130.0,13,2,0,-2,0,0,0,0,0,0,13.0
S Sreesanth,1,12,5,1,3,0,0,0,0,240.0,12,3,0,-2,6,0,0,0,0,-6,13.0
UBT Chand,6,77,84,6,7,3,0,0,0,91.66666666666666,77,7,6,-12,0,0,0,0,0,0,13.0
AUK Pathan,1,12,4,1,3,0,0,0,0,300.0,12,3,0,-2,6,0,0,0,0,-6,13.0
BR Dunk,2,25,21,2,5,0,0,0,0,119.04761904761905,25,5,0,-4,0,0,0,0,0,0,13.0
Harbhajan Singh,26,297,185,26,31,16,16,8,0,160.54054054054055,297,31,32,-52,0,4,0,0,0,0,12.923076923076923
AD Nath,2,26,23,2,1,1,0,0,0,113.04347826086956,26,1,2,-4,0,0,0,0,0,0,12.5
A Badoni,6,78,70,6,5,2,0,0,0,111.42857142857143,78,5,4,-12,0,0,0,0,0,0,12.5
Harpreet Brar,7,84,60,7,7,4,0,0,0,140.0,84,7,8,-14,0,0,2,0,0,0,12.428571428571429
MS Wade,3,36,34,3,5,1,0,0,0,105.88235294117648,36,5,2,-6,0,0,0,0,0,0,12.333333333333334
CJ Ferguson,2,26,32,2,2,0,0,0,0,81.25,26,2,0,-4,0,0,0,0,0,0,12.0
Shahbaz Ahmed,8,90,63,8,8,4,4,0,0,142.85714285714286,90,8,8,-16,0,0,2,0,0,0,12.0
Shakib Al Hasan,15,181,144,15,18,3,4,0,0,125.69444444444444,181,18,6,-30,0,0,0,0,0,0,11.933333333333334
Rashid Khan,15,157,79,15,11,13,12,0,0,198.73417721518987,157,11,26,-30,6,0,0,0,0,-6,11.733333333333333
PP Chawla,19,220,150,19,24,6,0,0,0,146.66666666666666,220,24,12,-38,0,0,2,0,0,0,11.578947368421053
B Akhil,3,32,15,3,2,3,0,0,0,213.33333333333334,32,2,6,-6,6,0,0,0,0,-6,11.333333333333334
CR Brathwaite,6,63,37,6,1,7,0,0,0,170.27027027027026,63,1,14,-12,6,0,0,0,0,-6,11.0
Kamran Akmal,2,21,17,2,3,1,0,0,0,123.52941176470588,21,3,2,-4,0,0,0,0,0,0,11.0
D Pretorius,2,21,12,2,1,2,0,0,0,175.0,21,1,4,-4,6,0,0,0,0,-6,11.0
B Lee,5,50,30,5,2,4,0,0,0,166.66666666666669,50,2,8,-10,0,4,0,0,0,0,10.8
AS Raut,2,21,19,2,0,2,0,0,0,110.5263157894737,21,0,4,-4,0,0,0,0,0,0,10.5
MC Juneja,2,22,21,2,1,1,0,0,0,104.76190476190477,22,1,2,-4,0,0,0,0,0,0,10.5
GH Vihari,5,54,59,5,4,0,4,0,0,91.52542372881356,54,4,0,-10,0,0,0,0,0,0,10.4
C de Grandhomme,8,80,50,8,5,5,0,0,0,160.0,80,5,10,-16,0,4,0,0,0,0,10.375
DT Christian,17,174,133,17,9,8,4,0,0,130.82706766917295,174,9,16,-34,0,0,2,0,0,0,10.058823529411764
JC Archer,7,68,47,7,4,5,0,0,0,144.6808510638298,68,4,10,-14,0,0,2,0,0,0,10.0
Shashank Singh,1,11,12,1,1,0,0,0,0,91.66666666666666,11,1,0,-2,0,0,0,0,0,0,10.0
TR Birt,2,20,19,2,2,1,0,0,0,105.26315789473684,20,2,2,-4,0,0,0,0,0,0,10.0
SM Curran,16,160,136,16,12,8,4,0,0,117.64705882352942,160,12,16,-32,0,0,0,0,0,0,10.0
P Chopra,1,8,6,1,2,0,0,0,0,133.33333333333331,8,2,0,-2,0,0,2,0,0,0,10.0
I Udana,1,10,5,1,0,1,0,0,0,200.0,10,0,2,-2,6,0,0,0,0,-6,10.0
