bowler,innings,wickets,runs,balls,lbw,bowled,3_w_b,4_w_b,5_w_b,maiden_overs,wicket_point,eco,eco<5,eco(5-5.99),eco(6-7),eco(10-11),eco(11.01-12),eco>12,maiden_point,POINTS
R Shepherd,1,1,33,24,0,0,0,0,0,0,25,8.25,0,0,0,0,0,0,0,25.0
K Yadav,2,2,68,42,0,0,0,0,0,0,50,9.714285714285715,0,0,0,0,0,0,0,25.0
D Kalyankrishna,1,1,30,18,0,0,0,0,0,0,25,10.0,0,0,0,0,0,0,0,25.0
R Rampaul,4,4,118,96,0,0,0,0,0,0,100,7.375,0,0,0,0,0,0,0,25.0
Simarjeet Singh,2,2,51,36,0,0,0,0,0,0,50,8.5,0,0,0,0,0,0,0,25.0
ST Jayasuriya,2,2,36,30,0,0,0,0,0,0,50,7.199999999999999,0,0,0,0,0,0,0,25.0
DJM Short,1,1,10,6,0,0,0,0,0,0,25,10.0,0,0,0,0,0,0,0,25.0
IC Porel,1,1,39,24,0,0,0,0,0,0,25,9.75,0,0,0,0,0,0,0,25.0
AJ Hosein,1,1,40,24,0,0,0,0,0,0,25,10.0,0,0,0,0,0,0,0,25.0
AA Noffke,1,1,40,24,0,0,0,0,0,0,25,10.0,0,0,0,0,0,0,0,25.0
Sandeep Sharma,40,39,1412,935,3,10,8,0,0,0,975,9.060962566844921,0,0,0,0,0,0,0,24.9
CR Woakes,8,8,277,156,0,1,0,0,0,0,200,10.653846153846153,0,0,0,-2,0,0,0,24.875
SJ Srivastava,6,6,204,114,0,1,0,0,0,0,150,10.736842105263158,0,0,0,-2,0,0,0,24.833333333333332
SP Narine,43,41,1305,954,5,10,8,16,0,0,1025,8.20754716981132,0,0,0,0,0,0,0,24.74418604651163
D Pretorius,3,3,121,72,1,0,0,0,0,0,75,10.083333333333334,0,0,0,-2,0,0,0,24.666666666666668
M Jansen,6,6,264,144,0,0,0,0,0,0,150,11.0,0,0,0,-2,0,0,0,24.666666666666668
SR Watson,35,33,993,648,1,3,8,0,0,2,825,9.194444444444445,0,0,0,0,0,0,24,24.6
MG Bracewell,3,3,63,36,0,0,0,0,0,0,75,10.5,0,0,0,-2,0,0,0,24.333333333333332
S Ladda,3,3,95,54,0,0,0,0,0,0,75,10.555555555555555,0,0,0,-2,0,0,0,24.333333333333332
S Kaul,16,15,600,372,0,5,4,0,0,0,375,9.677419354838708,0,0,0,0,0,0,0,24.0
MA Khote,2,2,51,30,0,0,0,0,0,0,50,10.2,0,0,0,-2,0,0,0,24.0
AF Milne,2,2,86,48,0,0,0,0,0,0,50,10.75,0,0,0,-2,0,0,0,24.0
MG Johnson,18,17,656,429,0,3,4,0,0,0,425,9.174825174825175,0,0,0,0,0,0,0,24.0
DL Vettori,14,13,364,336,1,4,4,0,0,0,325,6.5,0,0,2,0,0,0,0,24.0
OC McCoy,4,4,146,70,0,1,0,0,0,0,100,12.514285714285716,0,0,0,0,0,-6,0,23.75
Mohammed Siraj,31,29,1072,686,1,6,4,0,0,0,725,9.376093294460642,0,0,0,0,0,0,0,23.741935483870968
B Kumar,46,40,1493,1066,1,8,8,0,16,4,1000,8.403377110694183,0,0,0,0,0,0,48,23.5
MM Ali,19,17,340,254,2,2,8,8,0,0,425,8.031496062992126,0,0,0,0,0,0,0,23.42105263157895
R Ashwin,65,59,1882,1395,4,12,12,0,0,1,1475,8.094623655913978,0,0,0,0,0,0,12,23.307692307692307
KV Sharma,18,16,557,337,1,2,4,0,0,1,400,9.916913946587536,0,0,0,0,0,0,12,23.27777777777778
LI Meriwala,1,1,32,18,0,0,0,0,0,0,25,10.666666666666666,0,0,0,-2,0,0,0,23.0
Harbhajan Singh,39,34,1118,801,3,8,12,0,0,2,850,8.374531835205993,0,0,0,0,0,0,24,23.0
R Sai Kishore,1,1,43,24,0,0,0,0,0,0,25,10.75,0,0,0,-2,0,0,0,23.0
IS Sodhi,1,1,41,24,0,0,0,0,0,0,25,10.25,0,0,0,-2,0,0,0,23.0
JP Behrendorff,10,9,339,216,0,1,4,0,0,0,225,9.416666666666666,0,0,0,0,0,0,0,23.0
SS Agarwal,1,1,42,24,0,0,0,0,0,0,25,10.5,0,0,0,-2,0,0,0,23.0
JE Taylor,1,1,44,24,0,0,0,0,0,0,25,11.0,0,0,0,-2,0,0,0,23.0
JA Morkel,24,22,769,492,0,2,0,0,0,0,550,9.378048780487806,0,0,0,0,0,0,0,23.0
AB Dinda,21,19,746,447,0,4,4,0,0,0,475,10.013422818791947,0,0,0,-2,0,0,0,22.904761904761905
S Sreesanth,10,9,331,204,1,1,0,0,0,0,225,9.735294117647058,0,0,0,0,0,0,0,22.7
T Natarajan,19,17,686,435,0,4,0,0,0,0,425,9.46206896551724,0,0,0,0,0,0,0,22.57894736842105
JP Faulkner,17,15,611,353,1,4,4,0,0,0,375,10.385269121813032,0,0,0,-2,0,0,0,22.470588235294116
KA Pollard,31,27,793,525,1,2,8,8,0,0,675,9.062857142857144,0,0,0,0,0,0,0,22.387096774193548
JJ van der Wath,2,2,99,48,0,0,0,0,0,0,50,12.375,0,0,0,0,0,-6,0,22.0
K Khejroliya,2,2,84,36,0,0,0,0,0,0,50,14.0,0,0,0,0,0,-6,0,22.0
FA Allen,1,1,46,24,1,0,0,0,0,0,25,11.5,0,0,0,0,-4,0,0,22.0
SC Ganguly,7,6,154,108,0,2,0,0,0,0,150,8.555555555555555,0,0,0,0,0,0,0,21.714285714285715
M Prasidh Krishna,20,16,737,465,1,2,4,0,0,2,400,9.509677419354839,0,0,0,0,0,0,24,21.55
Bipul Sharma,7,6,135,102,0,0,0,0,0,0,150,7.9411764705882355,0,0,0,0,0,0,0,21.428571428571427
TK Curran,8,7,270,139,0,0,0,0,0,0,175,11.654676258992804,0,0,0,0,-4,0,0,21.375
SK Trivedi,16,13,516,336,0,7,0,8,0,0,325,9.214285714285715,0,0,0,0,0,0,0,21.25
WA Mota,1,1,24,12,0,0,0,0,0,0,25,12.0,0,0,0,0,-4,0,0,21.0
JR Hopes,6,5,200,126,1,0,0,0,0,0,125,9.523809523809524,0,0,0,0,0,0,0,21.0
SA Abbott,1,1,47,24,0,0,0,0,0,0,25,11.75,0,0,0,0,-4,0,0,21.0
M Morkel,11,9,360,252,0,1,4,0,0,0,225,8.571428571428571,0,0,0,0,0,0,0,20.90909090909091
J Syed Mohammad,6,5,180,102,0,1,0,0,0,0,125,10.588235294117647,0,0,0,-2,0,0,0,20.666666666666668
R Vinay Kumar,27,22,929,565,0,3,4,0,0,0,550,9.865486725663716,0,0,0,0,0,0,0,20.62962962962963
Kuldeep Yadav,30,24,990,602,2,1,4,8,0,0,600,9.867109634551495,0,0,0,0,0,0,0,20.5
Kartik Tyagi,11,9,401,241,0,0,0,0,0,0,225,9.983402489626556,0,0,0,0,0,0,0,20.454545454545453
JD Unadkat,22,17,791,460,0,3,4,0,16,0,425,10.317391304347826,0,0,0,-2,0,0,0,20.272727272727273
DW Steyn,21,16,709,484,0,1,0,0,0,2,400,8.789256198347108,0,0,0,0,0,0,24,20.238095238095237
KJ Abbott,1,1,48,18,0,1,0,0,0,0,25,16.0,0,0,0,0,0,-6,0,20.0
WD Parnell,7,5,255,151,0,0,4,0,0,1,125,10.132450331125828,0,0,0,-2,0,0,12,19.857142857142858
KC Cariappa,5,4,181,108,1,0,0,0,0,0,100,10.055555555555555,0,0,0,-2,0,0,0,19.8
M Muralitharan,18,14,539,408,1,1,4,0,0,0,350,7.9264705882352935,0,0,0,0,0,0,0,19.77777777777778
SB Styris,4,3,106,72,0,0,4,0,0,0,75,8.833333333333334,0,0,0,0,0,0,0,19.75
IC Pandey,7,5,195,132,0,0,0,0,0,1,125,8.863636363636363,0,0,0,0,0,0,12,19.571428571428573
NM Coulter-Nile,9,7,335,206,0,1,0,0,0,0,175,9.757281553398059,0,0,0,0,0,0,0,19.555555555555557
Basil Thampi,9,7,393,196,2,3,0,0,0,0,175,12.03061224489796,0,0,0,0,0,-6,0,19.333333333333332
JO Holder,16,12,599,363,0,1,0,8,0,0,300,9.900826446280991,0,0,0,0,0,0,0,19.3125
RA Jadeja,53,38,1457,959,5,9,16,0,16,2,950,9.115745568300312,0,0,0,0,0,0,24,19.245283018867923
PVD Chameera,5,4,226,114,0,0,0,0,0,0,100,11.894736842105264,0,0,0,0,-4,0,0,19.2
Z Khan,32,23,970,700,1,2,12,0,0,2,575,8.314285714285713,0,0,0,0,0,0,24,19.1875
M Kartik,12,9,357,246,2,2,0,0,0,0,225,8.707317073170731,0,0,0,0,0,0,0,19.083333333333332
Duan Jansen,1,1,53,24,0,0,0,0,0,0,25,13.25,0,0,0,0,0,-6,0,19.0
Arjun Tendulkar,4,3,92,59,1,0,0,0,0,0,75,9.35593220338983,0,0,0,0,0,0,0,19.0
A Choudhary,1,1,55,24,0,0,0,0,0,0,25,13.75,0,0,0,0,0,-6,0,19.0
JPR Scantlebury-Searles,1,1,52,24,0,0,0,0,0,0,25,13.0,0,0,0,0,0,-6,0,19.0
IK Pathan,24,16,803,515,1,4,0,0,0,4,400,9.355339805825242,0,0,0,0,0,0,48,18.875
D Wiese,7,5,247,144,0,1,0,8,0,0,125,10.291666666666666,0,0,0,-2,0,0,0,18.857142857142858
J Theron,4,3,144,96,0,0,0,0,0,0,75,9.0,0,0,0,0,0,0,0,18.75
AG Murtaza,4,3,146,84,1,1,0,0,0,0,75,10.428571428571429,0,0,0,-2,0,0,0,18.75
GB Hogg,7,5,228,168,1,2,0,0,0,0,125,8.142857142857142,0,0,0,0,0,0,0,18.285714285714285
AN Ahmed,4,3,188,96,0,2,0,0,0,0,75,11.75,0,0,0,0,-4,0,0,18.25
KM Asif,4,3,130,73,0,0,0,0,0,0,75,10.684931506849315,0,0,0,-2,0,0,0,18.25
Mustafizur Rahman,14,10,509,336,0,1,4,0,0,0,250,9.089285714285714,0,0,0,0,0,0,0,18.214285714285715
BCJ Cutting,7,5,178,112,0,2,0,0,0,0,125,9.535714285714285,0,0,0,0,0,0,0,18.142857142857142
A Badoni,1,0,0,1,0,0,0,0,0,1,0,0.0,6,0,0,0,0,0,12,18.0
SB Jakati,14,10,396,253,1,1,0,0,0,0,250,9.391304347826088,0,0,0,0,0,0,0,18.0
DJ Willey,5,3,133,108,0,2,0,0,0,1,75,7.388888888888888,0,0,0,0,0,0,12,17.8
AM Nayar,6,4,85,60,0,1,4,0,0,0,100,8.5,0,0,0,0,0,0,0,17.5
P Amarnath,4,3,169,84,0,1,0,0,0,0,75,12.071428571428571,0,0,0,0,0,-6,0,17.5
S Lamichhane,3,2,90,66,2,0,0,0,0,0,50,8.181818181818182,0,0,0,0,0,0,0,17.333333333333332
M Ashwin,15,10,437,279,1,3,4,0,0,0,250,9.397849462365592,0,0,0,0,0,0,0,17.2
MS Gony,14,9,480,288,0,3,0,0,0,1,225,10.0,0,0,0,0,0,0,12,17.142857142857142
KH Pandya,33,21,821,578,1,5,8,0,0,2,525,8.522491349480969,0,0,0,0,0,0,24,17.060606060606062
MN Samuels,3,2,60,42,0,1,0,0,0,0,50,8.571428571428571,0,0,0,0,0,0,0,17.0
LH Ferguson,12,8,436,250,0,1,4,0,0,0,200,10.464,0,0,0,-2,0,0,0,16.916666666666668
A Kumble,9,6,313,216,1,1,0,0,0,0,150,8.694444444444445,0,0,0,0,0,0,0,16.88888888888889
JH Kallis,15,10,544,330,1,2,0,0,0,0,250,9.89090909090909,0,0,0,0,0,0,0,16.866666666666667
S Nadeem,21,14,618,402,2,2,0,0,0,0,350,9.223880597014926,0,0,0,0,0,0,0,16.857142857142858
KP Pietersen,6,4,93,78,1,0,0,0,0,0,100,7.153846153846153,0,0,0,0,0,0,0,16.833333333333332
UT Yadav,39,25,1338,828,2,6,8,0,0,1,625,9.695652173913043,0,0,0,0,0,0,12,16.743589743589745
BA Bhatt,3,2,88,54,0,0,0,0,0,0,50,9.777777777777777,0,0,0,0,0,0,0,16.666666666666668
SM Pollock,3,2,86,60,0,0,0,0,0,0,50,8.6,0,0,0,0,0,0,0,16.666666666666668
S Sandeep Warrier,3,2,94,66,0,0,0,0,0,0,50,8.545454545454547,0,0,0,0,0,0,0,16.666666666666668
MJ Santner,3,2,65,54,0,0,0,0,0,0,50,7.222222222222222,0,0,0,0,0,0,0,16.666666666666668
J Suchith,6,4,186,102,0,1,0,0,0,0,100,10.941176470588236,0,0,0,-2,0,0,0,16.5
TG Southee,16,10,621,366,1,1,0,0,0,1,250,10.180327868852459,0,0,0,-2,0,0,12,16.375
RP Singh,14,9,490,324,2,1,0,0,0,0,225,9.074074074074074,0,0,0,0,0,0,0,16.285714285714285
M Markande,14,9,431,288,0,2,0,0,0,0,225,8.979166666666666,0,0,0,0,0,0,0,16.214285714285715
GC Viljoen,3,2,121,72,0,0,0,0,0,0,50,10.083333333333334,0,0,0,-2,0,0,0,16.0
T Shamsi,3,2,126,72,0,0,0,0,0,0,50,10.5,0,0,0,-2,0,0,0,16.0
AR Patel,44,28,1299,918,0,4,0,0,0,0,700,8.490196078431373,0,0,0,0,0,0,0,16.0
Anand Rajan,3,2,112,59,0,1,0,0,0,0,50,11.389830508474576,0,0,0,0,-4,0,0,15.666666666666666
BA Stokes,11,7,366,198,0,1,0,0,0,0,175,11.09090909090909,0,0,0,0,-4,0,0,15.636363636363637
BB Sran,8,5,296,162,0,1,0,0,0,0,125,10.962962962962962,0,0,0,-2,0,0,0,15.5
S Dhawan,3,2,47,24,0,0,0,0,0,0,50,11.75,0,0,0,0,-4,0,0,15.333333333333334
I Sharma,18,11,649,384,0,2,0,0,0,0,275,10.140625,0,0,0,-2,0,0,0,15.277777777777779
MC Henriques,15,9,474,277,0,2,4,0,0,0,225,10.267148014440433,0,0,0,-2,0,0,0,15.266666666666667
CJ Anderson,8,5,236,124,1,0,0,0,0,0,125,11.419354838709678,0,0,0,0,-4,0,0,15.25
BAW Mendis,5,3,162,120,1,0,0,0,0,0,75,8.100000000000001,0,0,0,0,0,0,0,15.2
Fazalhaq Farooqi,5,3,182,110,0,1,0,0,0,0,75,9.927272727272728,0,0,0,0,0,0,0,15.2
RD Chahar,25,15,796,530,1,2,0,0,0,0,375,9.011320754716982,0,0,0,0,0,0,0,15.12
RR Powar,5,3,103,78,0,0,0,0,0,0,75,7.923076923076923,0,0,0,0,0,0,0,15.0
A Ashish Reddy,5,3,141,77,1,1,0,0,0,0,75,10.987012987012987,0,0,0,-2,0,0,0,15.0
Yuvraj Singh,23,13,350,234,0,3,0,16,0,0,325,8.974358974358974,0,0,0,0,0,0,0,14.956521739130435
CH Gayle,19,11,315,240,2,3,4,0,0,0,275,7.875,0,0,0,0,0,0,0,14.947368421052632
K Kartikeya,7,4,203,132,0,3,0,0,0,0,100,9.227272727272727,0,0,0,0,0,0,0,14.714285714285714
AD Mathews,12,7,370,234,0,1,0,0,0,0,175,9.487179487179487,0,0,0,0,0,0,0,14.666666666666666
Mukesh Kumar,5,3,190,102,0,0,0,0,0,0,75,11.176470588235293,0,0,0,0,-4,0,0,14.2
Anureet Singh,7,4,237,137,0,1,0,0,0,0,100,10.37956204379562,0,0,0,-2,0,0,0,14.142857142857142
R Bhatia,18,10,487,318,1,2,0,0,0,0,250,9.18867924528302,0,0,0,0,0,0,0,14.055555555555555
PV Tambe,9,5,247,168,0,1,0,0,0,0,125,8.821428571428573,0,0,0,0,0,0,0,14.0
P Kumar,27,13,878,600,2,1,0,0,0,4,325,8.780000000000001,0,0,0,0,0,0,48,13.925925925925926
SK Raina,19,10,308,213,2,0,0,0,0,1,250,8.676056338028168,0,0,0,0,0,0,12,13.894736842105264
VR Aaron,18,10,644,359,0,1,0,0,0,0,250,10.763231197771589,0,0,0,-2,0,0,0,13.833333333333334
A Chandila,2,1,45,42,0,0,0,0,0,0,25,6.428571428571429,0,0,2,0,0,0,0,13.5
HH Pandya,26,14,688,414,0,1,0,0,0,0,350,9.971014492753623,0,0,0,0,0,0,0,13.5
AS Rajpoot,9,5,378,198,0,0,0,0,0,0,125,11.454545454545455,0,0,0,0,-4,0,0,13.444444444444445
JW Hastings,2,1,60,42,0,1,0,0,0,0,25,8.571428571428571,0,0,0,0,0,0,0,13.0
Ankit Sharma,6,3,146,108,1,1,0,0,0,0,75,8.11111111111111,0,0,0,0,0,0,0,12.833333333333334
GJ Maxwell,32,16,565,356,0,6,0,0,0,0,400,9.522471910112358,0,0,0,0,0,0,0,12.6875
R McLaren,6,3,183,120,0,1,0,0,0,0,75,9.149999999999999,0,0,0,0,0,0,0,12.666666666666666
Iqbal Abdulla,8,4,174,138,0,1,0,0,0,0,100,7.565217391304348,0,0,0,0,0,0,0,12.625
P Negi,12,6,346,217,0,1,0,0,0,0,150,9.566820276497696,0,0,0,0,0,0,0,12.583333333333334
LJ Wright,2,1,61,41,0,0,0,0,0,0,25,8.926829268292682,0,0,0,0,0,0,0,12.5
TL Suman,2,1,23,18,0,0,0,0,0,0,25,7.666666666666666,0,0,0,0,0,0,0,12.5
HR Shokeen,4,2,88,54,0,0,0,0,0,0,50,9.777777777777777,0,0,0,0,0,0,0,12.5
BJ Hodge,4,2,62,42,0,0,0,0,0,0,50,8.857142857142858,0,0,0,0,0,0,0,12.5
Mayank Dagar,2,1,62,48,0,0,0,0,0,0,25,7.75,0,0,0,0,0,0,0,12.5
Mohammad Asif,4,2,158,96,0,0,0,0,0,0,50,9.875,0,0,0,0,0,0,0,12.5
DR Smith,14,7,268,144,0,3,0,0,0,0,175,11.166666666666668,0,0,0,0,-4,0,0,12.428571428571429
J Little,4,2,119,66,0,1,0,0,0,0,50,10.818181818181818,0,0,0,-2,0,0,0,12.25
JD Ryder,4,2,101,56,0,1,0,0,0,0,50,10.821428571428571,0,0,0,-2,0,0,0,12.25
JDS Neesham,6,3,188,108,0,0,0,0,0,0,75,10.444444444444445,0,0,0,-2,0,0,0,12.166666666666666
Sikandar Raza,4,2,97,54,0,0,0,0,0,0,50,10.777777777777779,0,0,0,-2,0,0,0,12.0
YK Pathan,15,7,331,210,1,0,0,0,0,0,175,9.457142857142857,0,0,0,0,0,0,0,11.733333333333333
SE Rutherford,2,1,22,12,0,0,0,0,0,0,25,11.0,0,0,0,-2,0,0,0,11.5
P Suyal,2,1,63,36,0,0,0,0,0,0,25,10.5,0,0,0,-2,0,0,0,11.5
C Green,11,5,255,162,0,1,0,0,0,0,125,9.444444444444445,0,0,0,0,0,0,0,11.454545454545455
Abhishek Sharma,11,5,192,114,0,0,0,0,0,0,125,10.105263157894736,0,0,0,-2,0,0,0,11.181818181818182
R Sharma,7,3,202,138,2,1,0,0,0,0,75,8.782608695652174,0,0,0,0,0,0,0,11.142857142857142
DJG Sammy,4,2,100,48,0,0,0,0,0,0,50,12.5,0,0,0,0,0,-6,0,11.0
R Powell,2,1,35,18,0,1,0,0,0,0,25,11.666666666666666,0,0,0,0,-4,0,0,11.0
S Dube,4,2,83,36,0,0,0,0,0,0,50,13.833333333333332,0,0,0,0,0,-6,0,11.0
Pankaj Singh,7,3,233,144,0,1,0,0,0,0,75,9.708333333333334,0,0,0,0,0,0,0,10.857142857142858
JEC Franklin,2,1,34,18,0,0,0,0,0,0,25,11.333333333333332,0,0,0,0,-4,0,0,10.5
AS Joseph,7,3,221,120,0,1,0,0,0,0,75,11.049999999999999,0,0,0,0,-4,0,0,10.285714285714286
K Gowtham,12,5,336,192,0,0,0,0,0,0,125,10.5,0,0,0,-2,0,0,0,10.25
RS Bopara,5,2,129,84,0,1,0,0,0,0,50,9.214285714285715,0,0,0,0,0,0,0,10.2
Shakib Al Hasan,15,6,466,316,0,1,0,0,0,0,150,8.848101265822786,0,0,0,0,0,0,0,10.066666666666666
Akash Singh,5,2,170,96,0,2,0,0,0,0,50,10.625,0,0,0,-2,0,0,0,10.0
KL Nagarkoti,5,2,131,90,0,0,0,0,0,0,50,8.733333333333333,0,0,0,0,0,0,0,10.0
PC Valthaty,5,2,102,72,0,0,0,0,0,0,50,8.5,0,0,0,0,0,0,0,10.0
GD Phillips,3,1,23,24,0,0,0,0,0,0,25,5.75,0,4,0,0,0,0,0,9.666666666666666
SB Wagh,2,1,54,24,0,0,0,0,0,0,25,13.5,0,0,0,0,0,-6,0,9.5
AJ Finch,2,1,40,18,0,0,0,0,0,0,25,13.333333333333334,0,0,0,0,0,-6,0,9.5
Mujeeb Ur Rahman,8,3,265,170,0,0,0,0,0,0,75,9.352941176470589,0,0,0,0,0,0,0,9.375
R Parag,8,3,123,60,0,0,0,0,0,0,75,12.299999999999999,0,0,0,0,0,-6,0,8.625
STR Binny,18,6,290,192,1,2,0,0,0,0,150,9.0625,0,0,0,0,0,0,0,8.5
J Botha,6,2,149,108,0,1,0,0,0,0,50,8.277777777777777,0,0,0,0,0,0,0,8.5
Washington Sundar,18,6,471,336,0,1,0,0,0,0,150,8.410714285714285,0,0,0,0,0,0,0,8.38888888888889
DR Sams,3,1,115,72,0,0,0,0,0,0,25,9.583333333333334,0,0,0,0,0,0,0,8.333333333333334
JP Duminy,6,2,131,102,0,0,0,0,0,0,50,7.7058823529411775,0,0,0,0,0,0,0,8.333333333333334
VG Arora,3,1,99,60,0,0,0,0,0,0,25,9.899999999999999,0,0,0,0,0,0,0,8.333333333333334
