striker,innings,runs,balls,dismissals,fours,sixes,30s_point,50s_point,100s_point,sr,run_points,boundary_bonus,six_bonus,duck_bonus,sr>170,sr(150-170),sr(130-150),sr(60-70),sr(50-59.99),sr<50,POINTS
Jahurul Islam,1,11,9,1,2,0,0,0,0,122.22222222222223,11,2,0,-2,0,0,0,0,0,0,11.0
KA Jamieson,1,11,9,1,2,0,0,0,0,122.22222222222223,11,2,0,-2,0,0,0,0,0,0,11.0
AT Carey,8,86,74,8,6,3,4,0,0,116.21621621621621,86,6,6,-16,0,0,0,0,0,0,10.75
CR Brathwaite,9,96,83,9,3,7,0,0,0,115.66265060240963,96,3,14,-18,0,0,0,0,0,0,10.555555555555555
MJ Santner,16,169,119,16,15,5,4,0,0,142.01680672268907,169,15,10,-32,0,0,2,0,0,0,10.5
L Ronchi,7,65,40,7,6,4,4,0,0,162.5,65,6,8,-14,0,4,0,0,0,0,10.428571428571429
DR Smith,7,72,67,7,9,3,0,0,0,107.46268656716418,72,9,6,-14,0,0,0,0,0,0,10.428571428571429
H Madavi,3,33,43,3,4,0,0,0,0,76.74418604651163,33,4,0,-6,0,0,0,0,0,0,10.333333333333334
GD Elliott,3,33,26,3,2,1,0,0,0,126.92307692307692,33,2,2,-6,0,0,0,0,0,0,10.333333333333334
PWH de Silva,5,53,51,5,4,0,4,0,0,103.921568627451,53,4,0,-10,0,0,0,0,0,0,10.2
AM Fernando,1,10,3,1,2,0,0,0,0,333.33333333333337,10,2,0,-2,6,0,0,0,0,-6,10.0
Harbhajan Singh,2,20,17,2,2,1,0,0,0,117.64705882352942,20,2,2,-4,0,0,0,0,0,0,10.0
CN Nation,1,10,10,1,0,1,0,0,0,100.0,10,0,2,-2,0,0,0,0,0,0,10.0
Rahmanullah Gurbaz,2,19,11,2,1,2,0,0,0,172.72727272727272,19,1,4,-4,6,0,0,0,0,-6,10.0
L Gregory,2,22,19,2,2,0,0,0,0,115.78947368421053,22,2,0,-4,0,0,0,0,0,0,10.0
WPUJC Vaas,1,12,13,1,0,0,0,0,0,92.3076923076923,12,0,0,-2,0,0,0,0,0,0,10.0
AJ Hall,1,11,10,1,1,0,0,0,0,110.00000000000001,11,1,0,-2,0,0,0,0,0,0,10.0
LE Kaushalya,1,8,6,1,2,0,0,0,0,133.33333333333331,8,2,0,-2,0,0,2,0,0,0,10.0
VB van Jaarsveld,1,12,15,1,0,0,0,0,0,80.0,12,0,0,-2,0,0,0,0,0,0,10.0
DJG Sammy,7,66,40,7,4,4,0,0,0,165.0,66,4,8,-14,0,4,0,0,0,0,9.714285714285714
PG Fulton,3,31,37,3,2,1,0,0,0,83.78378378378379,31,2,2,-6,0,0,0,0,0,0,9.666666666666666
JC Archer,2,19,10,2,2,1,0,0,0,190.0,19,2,2,-4,6,0,0,0,0,-6,9.5
LM Kasperek,2,19,11,2,4,0,0,0,0,172.72727272727272,19,4,0,-4,6,0,0,0,0,-6,9.5
AL Phehlukwayo,9,88,65,9,12,0,0,0,0,135.3846153846154,88,12,0,-18,0,0,2,0,0,0,9.333333333333334
SP Narine,3,27,18,3,3,1,0,0,0,150.0,27,3,2,-6,0,0,2,0,0,0,9.333333333333334
KMDN Kulasekara,4,41,32,4,2,1,0,0,0,128.125,41,2,2,-8,0,0,0,0,0,0,9.25
DT Christian,4,37,28,4,4,1,0,0,0,132.14285714285714,37,4,2,-8,0,0,2,0,0,0,9.25
GP Swann,2,18,12,2,2,0,0,0,0,150.0,18,2,0,-4,0,0,2,0,0,0,9.0
TT Bresnan,5,45,31,5,2,3,0,0,0,145.16129032258064,45,2,6,-10,0,0,2,0,0,0,9.0
B Stanlake,1,7,5,1,0,1,0,0,0,140.0,7,0,2,-2,0,0,2,0,0,0,9.0
K Rabada,3,27,24,3,2,2,0,0,0,112.5,27,2,4,-6,0,0,0,0,0,0,9.0
Farhad Reza,2,20,18,2,2,0,0,0,0,111.11111111111111,20,2,0,-4,0,0,0,0,0,0,9.0
Zakir Hasan,1,10,9,1,1,0,0,0,0,111.11111111111111,10,1,0,-2,0,0,0,0,0,0,9.0
HNK Jensen,2,17,13,2,3,0,0,0,0,130.76923076923077,17,3,0,-4,0,0,2,0,0,0,9.0
SSB Magala,1,9,5,1,0,1,0,0,0,180.0,9,0,2,-2,6,0,0,0,0,-6,9.0
GWHM Perera,1,10,12,1,1,0,0,0,0,83.33333333333334,10,1,0,-2,0,0,0,0,0,0,9.0
IS Sodhi,5,45,41,5,5,2,0,0,0,109.75609756097562,45,5,4,-10,0,0,0,0,0,0,8.8
DJ Willey,8,68,43,8,4,5,0,0,0,158.13953488372093,68,4,10,-16,0,4,0,0,0,0,8.75
AR Patel,8,70,50,8,7,3,0,0,0,140.0,70,7,6,-16,0,0,2,0,0,0,8.625
AR Nurse,4,37,40,4,3,1,0,0,0,92.5,37,3,2,-8,0,0,0,0,0,0,8.5
V Krishnamurthy,4,39,38,4,3,0,0,0,0,102.63157894736842,39,3,0,-8,0,0,0,0,0,0,8.5
JR Hazlewood,2,17,7,2,2,1,0,0,0,242.85714285714283,17,2,2,-4,6,0,0,0,0,-6,8.5
PVD Chameera,3,27,22,3,2,1,0,0,0,122.72727272727273,27,2,2,-6,0,0,0,0,0,0,8.333333333333334
HV Patel,6,51,40,6,6,2,0,0,0,127.49999999999999,51,6,4,-12,0,0,0,0,0,0,8.166666666666666
KD Mills,7,58,56,7,4,2,4,0,0,103.57142857142858,58,4,4,-14,0,0,0,0,0,0,8.0
Rashid Khan,3,26,27,3,4,0,0,0,0,96.29629629629629,26,4,0,-6,0,0,0,0,0,0,8.0
XJ Doherty,1,9,7,1,1,0,0,0,0,128.57142857142858,9,1,0,-2,0,0,0,0,0,0,8.0
NY McLean,2,17,15,2,1,1,0,0,0,113.33333333333333,17,1,2,-4,0,0,0,0,0,0,8.0
Elias Sunny,1,5,3,1,1,0,0,0,0,166.66666666666669,5,1,0,-2,0,4,0,0,0,0,8.0
Al-Amin Hossain,1,5,3,1,1,0,0,0,0,166.66666666666669,5,1,0,-2,0,4,0,0,0,0,8.0
JW Hastings,2,18,10,2,0,1,0,0,0,180.0,18,0,2,-4,6,0,0,0,0,-6,8.0
NM Coulter-Nile,5,41,32,5,1,4,0,0,0,128.125,41,1,8,-10,0,0,0,0,0,0,8.0
JRMVB Sanjaya,1,5,3,1,1,0,0,0,0,166.66666666666669,5,1,0,-2,0,4,0,0,0,0,8.0
A Zampa,2,16,12,2,2,0,0,0,0,133.33333333333331,16,2,0,-4,0,0,2,0,0,0,8.0
R Ashwin,3,26,21,3,1,1,0,0,0,123.80952380952381,26,1,2,-6,0,0,0,0,0,0,7.666666666666667
Mashrafe Mortaza,7,57,48,7,8,1,0,0,0,118.75,57,8,2,-14,0,0,0,0,0,0,7.571428571428571
Najibullah Zadran,3,23,23,3,1,2,0,0,0,100.0,23,1,4,-6,0,0,0,0,0,0,7.333333333333333
MADD Surangika,3,26,37,3,2,0,0,0,0,70.27027027027027,26,2,0,-6,0,0,0,0,0,0,7.333333333333333
CJ Jordan,20,154,113,20,15,6,0,0,0,136.28318584070794,154,15,12,-40,0,0,2,0,0,0,7.15
Anwar Ali,1,8,7,1,1,0,0,0,0,114.28571428571428,8,1,0,-2,0,0,0,0,0,0,7.0
CR Woakes,3,22,10,3,1,2,0,0,0,220.00000000000003,22,1,4,-6,6,0,0,0,0,-6,7.0
ML Green,3,23,24,3,2,1,0,0,0,95.83333333333334,23,2,2,-6,0,0,0,0,0,0,7.0
DL Vettori,3,20,13,3,3,0,0,0,0,153.84615384615387,20,3,0,-6,0,4,0,0,0,0,7.0
Nawroz Mangal,1,8,9,1,1,0,0,0,0,88.88888888888889,8,1,0,-2,0,0,0,0,0,0,7.0
J Liyanage,1,11,17,1,0,0,0,0,0,64.70588235294117,11,0,0,-2,0,0,0,-2,0,0,7.0
JA Richardson,3,21,14,3,2,1,0,0,0,150.0,21,2,2,-6,0,0,2,0,0,0,7.0
Murshida Khatun,1,8,16,1,1,0,0,0,0,50.0,8,1,0,-2,0,0,0,0,0,0,7.0
JL Denly,5,37,40,5,5,0,0,0,0,92.5,37,5,0,-10,0,0,0,0,0,0,6.4
Wahab Riaz,4,29,24,4,2,1,0,0,0,120.83333333333333,29,2,2,-8,0,0,0,0,0,0,6.25
MG Johnson,5,34,26,5,3,1,0,0,0,130.76923076923077,34,3,2,-10,0,0,2,0,0,0,6.2
C de Grandhomme,13,83,53,13,5,5,4,0,0,156.60377358490567,83,5,10,-26,0,4,0,0,0,0,6.153846153846154
JP Faulkner,8,56,39,8,1,3,0,0,0,143.5897435897436,56,1,6,-16,0,0,2,0,0,0,6.125
A Dananjaya,2,14,14,2,2,0,0,0,0,100.0,14,2,0,-4,0,0,0,0,0,0,6.0
Ziaur Rahman,3,20,19,3,0,2,0,0,0,105.26315789473684,20,0,4,-6,0,0,0,0,0,0,6.0
Iftikhar Ahmed,6,43,39,6,5,0,0,0,0,110.25641025641026,43,5,0,-12,0,0,0,0,0,0,6.0
BYA Mendis,1,7,6,1,1,0,0,0,0,116.66666666666667,7,1,0,-2,0,0,0,0,0,0,6.0
HASD Siriwardene,3,22,21,3,2,0,0,0,0,104.76190476190477,22,2,0,-6,0,0,0,0,0,0,6.0
AR Adams,1,7,7,1,1,0,0,0,0,100.0,7,1,0,-2,0,0,0,0,0,0,6.0
MA Carberry,1,7,7,1,1,0,0,0,0,100.0,7,1,0,-2,0,0,0,0,0,0,6.0
BR McDermott,1,7,6,1,1,0,0,0,0,116.66666666666667,7,1,0,-2,0,0,0,0,0,0,6.0
H Davids,1,7,6,1,1,0,0,0,0,116.66666666666667,7,1,0,-2,0,0,0,0,0,0,6.0
K Mishara,2,14,16,2,2,0,0,0,0,87.5,14,2,0,-4,0,0,0,0,0,0,6.0
HJH Marshall,1,8,7,1,0,0,0,0,0,114.28571428571428,8,0,0,-2,0,0,0,0,0,0,6.0
HR Walsh,5,33,36,5,2,2,0,0,0,91.66666666666666,33,2,4,-10,0,0,0,0,0,0,5.8
Hasan Ali,4,27,14,4,2,1,0,0,0,192.85714285714286,27,2,2,-8,6,0,0,0,0,-6,5.75
OC McCoy,4,26,30,4,3,1,0,0,0,86.66666666666667,26,3,2,-8,0,0,0,0,0,0,5.75
BJ Hodge,3,20,20,3,1,1,0,0,0,100.0,20,1,2,-6,0,0,0,0,0,0,5.666666666666667
FA Allen,10,62,50,10,4,5,0,0,0,124.0,62,4,10,-20,0,0,0,0,0,0,5.6
EA Perry,4,25,18,4,1,1,0,0,0,138.88888888888889,25,1,2,-8,0,0,2,0,0,0,5.5
S Lackay,2,15,19,2,0,0,0,0,0,78.94736842105263,15,0,0,-4,0,0,0,0,0,0,5.5
SJ Benn,3,19,16,3,3,0,0,0,0,118.75,19,3,0,-6,0,0,0,0,0,0,5.333333333333333
WIA Fernando,4,25,25,4,2,1,0,0,0,100.0,25,2,2,-8,0,0,0,0,0,0,5.25
Yasir Ali Chowdhury,1,6,6,1,1,0,0,0,0,100.0,6,1,0,-2,0,0,0,0,0,0,5.0
NND de Silva,4,26,31,4,2,0,0,0,0,83.87096774193549,26,2,0,-8,0,0,0,0,0,0,5.0
MJ Swepson,3,19,17,3,0,1,0,0,0,111.76470588235294,19,0,2,-6,0,0,0,0,0,0,5.0
HM Nicholls,1,6,7,1,1,0,0,0,0,85.71428571428571,6,1,0,-2,0,0,0,0,0,0,5.0
WJ Lubbe,1,4,3,1,1,0,0,0,0,133.33333333333331,4,1,0,-2,0,0,2,0,0,0,5.0
Hazratullah,2,13,19,2,1,1,0,0,0,68.42105263157895,13,1,2,-4,0,0,0,-2,0,0,5.0
N Deonarine,1,6,3,1,1,0,0,0,0,200.0,6,1,0,-2,6,0,0,0,0,-6,5.0
Nurul Hasan,4,26,33,4,1,0,0,0,0,78.78787878787878,26,1,0,-8,0,0,0,0,0,0,4.75
JN Mohammed,3,18,25,3,2,0,0,0,0,72.0,18,2,0,-6,0,0,0,0,0,0,4.666666666666667
Taskin Ahmed,3,15,10,3,1,1,0,0,0,150.0,15,1,2,-6,0,0,2,0,0,0,4.666666666666667
IK Pathan,2,11,11,2,2,0,0,0,0,100.0,11,2,0,-4,0,0,0,0,0,0,4.5
T Bhatia,2,11,10,2,2,0,0,0,0,110.00000000000001,11,2,0,-4,0,0,0,0,0,0,4.5
MAA Sanjeewani,2,12,14,2,1,0,0,0,0,85.71428571428571,12,1,0,-4,0,0,0,0,0,0,4.5
DAJ Bracewell,2,11,6,2,0,1,0,0,0,183.33333333333331,11,0,2,-4,6,0,0,0,0,-6,4.5
SM Curran,8,45,37,8,1,3,0,0,0,121.62162162162163,45,1,6,-16,0,0,0,0,0,0,4.5
PJ Cummins,3,17,17,3,2,0,0,0,0,100.0,17,2,0,-6,0,0,0,0,0,0,4.333333333333333
MA Starc,5,28,25,5,1,1,0,0,0,112.00000000000001,28,1,2,-10,0,0,0,0,0,0,4.2
Shoriful Islam,1,5,7,1,1,0,0,0,0,71.42857142857143,5,1,0,-2,0,0,0,0,0,0,4.0
RJ Sidebottom,1,5,4,1,1,0,0,0,0,125.0,5,1,0,-2,0,0,0,0,0,0,4.0
S Samarawickrama,1,5,2,1,1,0,0,0,0,250.0,5,1,0,-2,6,0,0,0,0,-6,4.0
Sidra Ameen,2,12,31,2,0,0,0,0,0,38.70967741935484,12,0,0,-4,0,0,0,0,0,0,4.0
DR Tuffey,1,5,2,1,1,0,0,0,0,250.0,5,1,0,-2,6,0,0,0,0,-6,4.0
S Badree,5,27,38,5,1,1,0,0,0,71.05263157894737,27,1,2,-10,0,0,0,0,0,0,4.0
Imrul Kayes,3,16,18,3,2,0,0,0,0,88.88888888888889,16,2,0,-6,0,0,0,0,0,0,4.0
CJ McKay,1,6,8,1,0,0,0,0,0,75.0,6,0,0,-2,0,0,0,0,0,0,4.0
BOP Fernando,2,15,26,2,1,0,0,0,0,57.692307692307686,15,1,0,-4,0,0,0,0,-4,0,4.0
JA Rudolph,1,6,7,1,0,0,0,0,0,85.71428571428571,6,0,0,-2,0,0,0,0,0,0,4.0
D Bishoo,2,14,25,2,2,0,0,0,0,56.00000000000001,14,2,0,-4,0,0,0,0,-4,0,4.0
Ravi Bishnoi,2,10,4,2,2,0,0,0,0,250.0,10,2,0,-4,6,0,0,0,0,-6,4.0
I Sharma,1,5,2,1,1,0,0,0,0,250.0,5,1,0,-2,6,0,0,0,0,-6,4.0
GA Elwiss,1,5,2,1,1,0,0,0,0,250.0,5,1,0,-2,6,0,0,0,0,-6,4.0
ASS Fletcher,2,12,28,2,0,0,0,0,0,42.857142857142854,12,0,0,-4,0,0,0,0,0,0,4.0
Mohammad Wasim,1,5,5,1,1,0,0,0,0,100.0,5,1,0,-2,0,0,0,0,0,0,4.0
Mustafizur Rahman,3,15,20,3,1,1,0,0,0,75.0,15,1,2,-6,0,0,0,0,0,0,4.0
NJ Carey,1,5,5,1,1,0,0,0,0,100.0,5,1,0,-2,0,0,0,0,0,0,4.0
Mohammed Siraj,1,5,7,1,1,0,0,0,0,71.42857142857143,5,1,0,-2,0,0,0,0,0,0,4.0
AF Milne,2,10,13,2,0,1,0,0,0,76.92307692307693,10,0,2,-4,0,0,0,0,0,0,4.0
M Morkel,1,5,2,1,1,0,0,0,0,250.0,5,1,0,-2,6,0,0,0,0,-6,4.0
WW Hinds,1,5,7,1,1,0,0,0,0,71.42857142857143,5,1,0,-2,0,0,0,0,0,0,4.0
RR Emrit,3,17,27,3,0,1,0,0,0,62.96296296296296,17,0,2,-6,0,0,0,-2,0,0,3.6666666666666665
Asghar Stanikzai,2,11,17,2,0,1,0,0,0,64.70588235294117,11,0,2,-4,0,0,0,-2,0,0,3.5
NL McCullum,6,29,38,6,2,1,0,0,0,76.31578947368422,29,2,2,-12,0,0,0,0,0,0,3.5
A Flintoff,2,8,6,2,1,0,0,0,0,133.33333333333331,8,1,0,-4,0,0,2,0,0,0,3.5
Ariful Haque,4,21,21,4,1,0,0,0,0,100.0,21,1,0,-8,0,0,0,0,0,0,3.5
TK Curran,4,19,16,4,1,1,0,0,0,118.75,19,1,2,-8,0,0,0,0,0,0,3.5
Fahima Khatun,1,5,7,1,0,0,0,0,0,71.42857142857143,5,0,0,-2,0,0,0,0,0,0,3.0
JDF Vandersay,1,4,1,1,1,0,0,0,0,400.0,4,1,0,-2,6,0,0,0,0,-6,3.0
JP Behrendorff,1,5,7,1,0,0,0,0,0,71.42857142857143,5,0,0,-2,0,0,0,0,0,0,3.0
JL Gunn,1,5,6,1,0,0,0,0,0,83.33333333333334,5,0,0,-2,0,0,0,0,0,0,3.0
KOK Williams,4,17,15,4,1,1,0,0,0,113.33333333333333,17,1,2,-8,0,0,0,0,0,0,3.0
Asad Shafiq,2,14,26,2,0,0,0,0,0,53.84615384615385,14,0,0,-4,0,0,0,0,-4,0,3.0
BM Tickner,1,5,6,1,0,0,0,0,0,83.33333333333334,5,0,0,-2,0,0,0,0,0,0,3.0
SE Bond,1,4,2,1,1,0,0,0,0,200.0,4,1,0,-2,6,0,0,0,0,-6,3.0
KADA Kanchana,3,16,26,3,1,0,0,0,0,61.53846153846154,16,1,0,-6,0,0,0,-2,0,0,3.0
AA Alleyne,1,8,14,1,1,0,0,0,0,57.14285714285714,8,1,0,-2,0,0,0,0,-4,0,3.0
CS Martin,1,5,6,1,0,0,0,0,0,83.33333333333334,5,0,0,-2,0,0,0,0,0,0,3.0
Mohammad Sami,2,9,7,2,1,0,0,0,0,128.57142857142858,9,1,0,-4,0,0,0,0,0,0,3.0
ST Finn,1,5,6,1,0,0,0,0,0,83.33333333333334,5,0,0,-2,0,0,0,0,0,0,3.0
WD Parnell,1,4,1,1,1,0,0,0,0,400.0,4,1,0,-2,6,0,0,0,0,-6,3.0
HG Kuhn,1,5,4,1,0,0,0,0,0,125.0,5,0,0,-2,0,0,0,0,0,0,3.0
Mahedi Hasan,4,17,16,4,2,0,0,0,0,106.25,17,2,0,-8,0,0,0,0,0,0,2.75
YK Pathan,3,12,14,3,0,1,0,0,0,85.71428571428571,12,0,2,-6,0,0,0,0,0,0,2.6666666666666665
HC Knight,5,22,27,5,1,0,0,0,0,81.48148148148148,22,1,0,-10,0,0,0,0,0,0,2.6
SCJ Broad,9,32,24,9,3,2,0,0,0,133.33333333333331,32,3,4,-18,0,0,2,0,0,0,2.5555555555555554
N Pradeep,2,8,11,2,1,0,0,0,0,72.72727272727273,8,1,0,-4,0,0,0,0,0,0,2.5
MA Wood,2,6,4,2,1,0,0,0,0,150.0,6,1,0,-4,0,0,2,0,0,0,2.5
SR Patel,2,8,10,2,1,0,0,0,0,80.0,8,1,0,-4,0,0,0,0,0,0,2.5
J Mubarak,2,8,9,2,1,0,0,0,0,88.88888888888889,8,1,0,-4,0,0,0,0,0,0,2.5
Shoaib Akhtar,2,6,4,2,1,0,0,0,0,150.0,6,1,0,-4,0,0,2,0,0,0,2.5
KDU Prabodhani,2,9,18,2,0,0,0,0,0,50.0,9,0,0,-4,0,0,0,0,0,0,2.5
DC Drakes,4,15,18,4,3,0,0,0,0,83.33333333333334,15,3,0,-8,0,0,0,0,0,0,2.5
Aftab Ahmed,2,8,11,2,1,0,0,0,0,72.72727272727273,8,1,0,-4,0,0,0,0,0,0,2.5
B Cooper,2,11,20,2,0,1,0,0,0,55.00000000000001,11,0,2,-4,0,0,0,0,-4,0,2.5
Sidra Nawaz,3,11,15,3,0,1,0,0,0,73.33333333333333,11,0,2,-6,0,0,0,0,0,0,2.3333333333333335
Washington Sundar,3,11,9,3,2,0,0,0,0,122.22222222222223,11,2,0,-6,0,0,0,0,0,0,2.3333333333333335
OU Ranasinghe,3,12,20,3,1,0,0,0,0,60.0,12,1,0,-6,0,0,0,0,0,0,2.3333333333333335
RJW Topley,3,12,11,3,1,0,0,0,0,109.09090909090908,12,1,0,-6,0,0,0,0,0,0,2.3333333333333335
Nida Dar,4,16,33,4,1,0,0,0,0,48.484848484848484,16,1,0,-8,0,0,0,0,0,0,2.25
SL Malinga,7,28,42,7,1,1,0,0,0,66.66666666666666,28,1,2,-14,0,0,0,-2,0,0,2.142857142857143
D Hazell,1,4,4,1,0,0,0,0,0,100.0,4,0,0,-2,0,0,0,0,0,0,2.0
KA Maharaj,1,4,5,1,0,0,0,0,0,80.0,4,0,0,-2,0,0,0,0,0,0,2.0
AM Ellis,1,4,5,1,0,0,0,0,0,80.0,4,0,0,-2,0,0,0,0,0,0,2.0
KM Jadhav,1,4,4,1,0,0,0,0,0,100.0,4,0,0,-2,0,0,0,0,0,0,2.0
Mohammad Mithun,3,11,13,3,1,0,0,0,0,84.61538461538461,11,1,0,-6,0,0,0,0,0,0,2.0
CH Morris,6,21,25,6,1,1,0,0,0,84.0,21,1,2,-12,0,0,0,0,0,0,2.0
Shapoor Zadran,2,10,19,2,0,1,0,0,0,52.63157894736842,10,0,2,-4,0,0,0,0,-4,0,2.0
Umar Gul,4,14,16,4,2,0,0,0,0,87.5,14,2,0,-8,0,0,0,0,0,0,2.0
TA Boult,4,15,17,4,1,0,0,0,0,88.23529411764706,15,1,0,-8,0,0,0,0,0,0,2.0
LE Plunkett,5,16,13,5,1,1,0,0,0,123.07692307692308,16,1,2,-10,0,0,0,0,0,0,1.8
KW Richardson,4,14,14,4,1,0,0,0,0,100.0,14,1,0,-8,0,0,0,0,0,0,1.75
J Botha,3,11,13,3,0,0,0,0,0,84.61538461538461,11,0,0,-6,0,0,0,0,0,0,1.6666666666666667
AU Rashid,11,36,32,11,4,0,0,0,0,112.5,36,4,0,-22,0,0,0,0,0,0,1.6363636363636365
AS Joseph,2,11,21,2,0,0,0,0,0,52.38095238095239,11,0,0,-4,0,0,0,0,-4,0,1.5
MJ McClenaghan,2,6,8,2,1,0,0,0,0,75.0,6,1,0,-4,0,0,0,0,0,0,1.5
Azam Khan,2,6,7,2,1,0,0,0,0,85.71428571428571,6,1,0,-4,0,0,0,0,0,0,1.5
T Brits,2,6,16,2,1,0,0,0,0,37.5,6,1,0,-4,0,0,0,0,0,0,1.5
K Pierre,2,7,16,2,0,0,0,0,0,43.75,7,0,0,-4,0,0,0,0,0,0,1.5
AJ Hosein,4,16,27,4,0,1,0,0,0,59.25925925925925,16,0,2,-8,0,0,0,0,-4,0,1.5
SMSM Senanayake,2,6,8,2,1,0,0,0,0,75.0,6,1,0,-4,0,0,0,0,0,0,1.5
DC Thomas,5,15,30,5,2,0,0,0,0,50.0,15,2,0,-10,0,0,0,0,0,0,1.4
TS Mills,3,8,11,3,0,1,0,0,0,72.72727272727273,8,0,2,-6,0,0,0,0,0,0,1.3333333333333333
Mohammad Hasnain,4,12,11,4,1,0,0,0,0,109.09090909090908,12,1,0,-8,0,0,0,0,0,0,1.25
AK Peters,1,3,9,1,0,0,0,0,0,33.33333333333333,3,0,0,-2,0,0,0,0,0,0,1.0
Yasir Arafat,2,6,8,2,0,0,0,0,0,75.0,6,0,0,-4,0,0,0,0,0,0,1.0
Sania Khan,2,5,10,2,1,0,0,0,0,50.0,5,1,0,-4,0,0,0,0,0,0,1.0
Amir Hamza,1,3,6,1,0,0,0,0,0,50.0,3,0,0,-2,0,0,0,0,0,0,1.0
TA Blundell,1,3,5,1,0,0,0,0,0,60.0,3,0,0,-2,0,0,0,0,0,0,1.0
Syeda Aroob Shah,1,3,10,1,0,0,0,0,0,30.0,3,0,0,-2,0,0,0,0,0,0,1.0
Batool Fatima,1,3,8,1,0,0,0,0,0,37.5,3,0,0,-2,0,0,0,0,0,0,1.0
CJ Boyce,1,3,6,1,0,0,0,0,0,50.0,3,0,0,-2,0,0,0,0,0,0,1.0
Sanjida Islam,1,3,7,1,0,0,0,0,0,42.857142857142854,3,0,0,-2,0,0,0,0,0,0,1.0
Fawad Ahmed,1,3,5,1,0,0,0,0,0,60.0,3,0,0,-2,0,0,0,0,0,0,1.0
Kycia A Knight,1,3,10,1,0,0,0,0,0,30.0,3,0,0,-2,0,0,0,0,0,0,1.0
K Weeraratne,1,3,4,1,0,0,0,0,0,75.0,3,0,0,-2,0,0,0,0,0,0,1.0
GJP Kruger,1,3,5,1,0,0,0,0,0,60.0,3,0,0,-2,0,0,0,0,0,0,1.0
Karim Sadiq,1,5,8,1,0,0,0,0,0,62.5,5,0,0,-2,0,0,0,-2,0,0,1.0
O Thomas,4,9,11,4,2,0,0,0,0,81.81818181818183,9,2,0,-8,0,0,0,0,0,0,0.75
JS Patel,3,9,14,3,1,0,0,0,0,64.28571428571429,9,1,0,-6,0,0,0,-2,0,0,0.6666666666666666
PADLR Sandakan,4,9,11,4,1,0,0,0,0,81.81818181818183,9,1,0,-8,0,0,0,0,0,0,0.5
MG Bracewell,2,4,4,2,1,0,0,0,0,100.0,4,1,0,-4,0,0,0,0,0,0,0.5
Mohammad Amir,3,8,13,3,1,0,0,0,0,61.53846153846154,8,1,0,-6,0,0,0,-2,0,0,0.3333333333333333
JW Dernbach,3,6,7,3,1,0,0,0,0,85.71428571428571,6,1,0,-6,0,0,0,0,0,0,0.3333333333333333
A Nortje,1,2,6,1,0,0,0,0,0,33.33333333333333,2,0,0,-2,0,0,0,0,0,0,0.0
AJ Turner,3,8,13,3,0,0,0,0,0,61.53846153846154,8,0,0,-6,0,0,0,-2,0,0,0.0
Haris Rauf,3,5,4,3,1,0,0,0,0,125.0,5,1,0,-6,0,0,0,0,0,0,0.0
SS Pathirana,1,2,2,1,0,0,0,0,0,100.0,2,0,0,-2,0,0,0,0,0,0,0.0
CA Henry,1,2,6,1,0,0,0,0,0,33.33333333333333,2,0,0,-2,0,0,0,0,0,0,0.0
Shaheen Shah Afridi,1,2,4,1,0,0,0,0,0,50.0,2,0,0,-2,0,0,0,0,0,0,0.0
KJ Abbott,2,4,4,2,0,0,0,0,0,100.0,4,0,0,-4,0,0,0,0,0,0,0.0
S Pandey,1,2,4,1,0,0,0,0,0,50.0,2,0,0,-2,0,0,0,0,0,0,0.0
RS Morton,1,2,4,1,0,0,0,0,0,50.0,2,0,0,-2,0,0,0,0,0,0,0.0
BM Halliday,1,2,4,1,0,0,0,0,0,50.0,2,0,0,-2,0,0,0,0,0,0,0.0
Arshdeep Singh,1,2,1,1,0,0,0,0,0,200.0,2,0,0,-2,6,0,0,0,0,-6,0.0
FH Edwards,1,2,2,1,0,0,0,0,0,100.0,2,0,0,-2,0,0,0,0,0,0,0.0
GHS Garton,1,2,4,1,0,0,0,0,0,50.0,2,0,0,-2,0,0,0,0,0,0,0.0
SE Rutherford,1,2,6,1,0,0,0,0,0,33.33333333333333,2,0,0,-2,0,0,0,0,0,0,0.0
Anam Amin,1,2,4,1,0,0,0,0,0,50.0,2,0,0,-2,0,0,0,0,0,0,0.0
Abdur Razzak,4,7,14,4,0,0,0,0,0,50.0,7,0,0,-8,0,0,0,0,0,0,-0.25
Shamsur Rahman,3,8,15,3,1,0,0,0,0,53.333333333333336,8,1,0,-6,0,0,0,0,-4,0,-0.3333333333333333
S Mahmood,2,3,5,2,0,0,0,0,0,60.0,3,0,0,-4,0,0,0,0,0,0,-0.5
L Vincent,2,3,7,2,0,0,0,0,0,42.857142857142854,3,0,0,-4,0,0,0,0,0,0,-0.5
S Luus,2,3,7,2,0,0,0,0,0,42.857142857142854,3,0,0,-4,0,0,0,0,0,0,-0.5
SS Cottrell,7,13,23,7,1,0,0,0,0,56.52173913043478,13,1,0,-14,0,0,0,0,-4,0,-0.5714285714285714
Sana Mir,3,8,14,3,0,0,0,0,0,57.14285714285714,8,0,0,-6,0,0,0,0,-4,0,-0.6666666666666666
T Shamsi,3,4,10,3,0,0,0,0,0,40.0,4,0,0,-6,0,0,0,0,0,0,-0.6666666666666666
RE van der Merwe,1,1,3,1,0,0,0,0,0,33.33333333333333,1,0,0,-2,0,0,0,0,0,0,-1.0
